Time	UTC	GPS_lat(deg)	GPS_long(deg)	CBF:psi_ref	CBF:omega_safe
200.442	14:20:30.696	37.196105103	-3.620446057	9.187514,8.087466	0.
200.692	14:20:30.946	37.196113047	-3.620466009	9.187514,8.087466	0.
200.942	14:20:31.196	37.196113047	-3.620466009	9.187514,8.087466	0.
201.192	14:20:31.446	37.196117036	-3.620474042	9.187514,8.087466	0.
201.442	14:20:31.696	37.196119296	-3.620477309	9.187514,8.087466	0.
201.692	14:20:31.946	37.196119296	-3.620477309	9.187514,8.087466	0.
201.942	14:20:32.196	37.196119296	-3.620477309	9.187514,8.087466	0.
202.192	14:20:32.446	37.196119296	-3.620477309	9.187514,8.087466	0.
202.442	14:20:32.696	37.196119296	-3.620477309	9.187514,8.087466	0.
202.692	14:20:32.946	37.196130595	-3.620492670	9.187514,8.087466	0.
202.942	14:20:33.196	37.196133385	-3.620499557	9.187514,8.087466	0.
203.192	14:20:33.446	37.196133385	-3.620499557	9.187514,8.087466	0.
203.442	14:20:33.696	37.196135115	-3.620503309	9.187514,8.087466	0.
203.692	14:20:33.946	37.196135115	-3.620503309	9.187514,8.087466	0.
203.942	14:20:34.196	37.196137092	-3.620507150	9.187514,8.087466	0.
204.192	14:20:34.446	37.196143413	-3.620517965	9.187514,8.087466	0.
204.442	14:20:34.696	37.196143413	-3.620517965	9.187514,8.087466	0.
204.692	14:20:34.946	37.196146414	-3.620520923	9.187514,8.087466	0.
204.942	14:20:35.196	37.196152206	-3.620526220	9.187514,8.087466	0.
205.192	14:20:35.446	37.196152206	-3.620526220	9.187514,8.087466	0.
205.442	14:20:35.696	37.196158421	-3.620529531	9.187514,8.087466	0.
205.692	14:20:35.946	37.196158421	-3.620529531	9.187514,8.087466	0.
205.942	14:20:36.196	37.196158421	-3.620529531	9.187514,8.087466	0.
206.192	14:20:36.446	37.196158421	-3.620529531	9.187514,8.087466	0.
206.442	14:20:36.696	37.196158421	-3.620529531	9.187514,8.087466	0.
206.692	14:20:36.946	37.196171275	-3.620538317	9.187514,8.087466	0.
206.942	14:20:37.196	37.196171275	-3.620538317	9.187514,8.087466	0.
207.192	14:20:37.446	37.196171275	-3.620538317	9.187514,8.087466	0.
207.442	14:20:37.696	37.196171275	-3.620538317	9.187514,8.087466	0.
207.692	14:20:37.946	37.196171275	-3.620538317	9.187514,8.087466	0.
207.942	14:20:38.196	37.196191686	-3.620541585	9.187514,8.087466	0.
208.192	14:20:38.446	37.196191686	-3.620541585	9.187514,8.087466	0.
208.442	14:20:38.696	37.196191686	-3.620541585	9.187514,8.087466	0.
208.692	14:20:38.946	37.196191686	-3.620541585	9.187514,8.087466	0.
208.942	14:20:39.196	37.196191686	-3.620541585	9.187514,8.087466	0.
209.192	14:20:39.446	37.196191686	-3.620541585	9.187514,8.087466	0.
209.442	14:20:39.696	37.196211181	-3.620530197	9.187514,8.087466	0.
209.692	14:20:39.946	37.196211181	-3.620530197	9.187514,8.087466	0.
209.942	14:20:40.196	37.196211181	-3.620530197	9.187514,8.087466	0.
210.192	14:20:40.446	37.196215101	-3.620522825	9.187514,8.087466	0.
210.442	14:20:40.696	37.196216443	-3.620518764	9.187514,8.087466	0.
210.692	14:20:40.946	37.196217432	-3.620513599	9.187514,8.087466	0.
210.942	14:20:41.196	37.196218703	-3.620508610	9.187514,8.087466	0.
211.192	14:20:41.446	37.196219975	-3.620504108	9.187514,8.087466	0.
211.442	14:20:41.696	37.196220787	-3.620498766	9.187514,8.087466	0.
211.692	14:20:41.946	37.196220787	-3.620498766	9.187514,8.087466	0.
211.942	14:20:42.196	37.196219233	-3.620482741	9.187514,8.087466	0.
212.192	14:20:42.446	37.196219233	-3.620482741	9.187514,8.087466	0.
212.442	14:20:42.696	37.196219233	-3.620482741	9.187514,8.087466	0.
212.692	14:20:42.946	37.196219233	-3.620482741	9.187514,8.087466	0.
212.942	14:20:43.196	37.196216090	-3.620468835	9.187514,8.087466	0.
213.192	14:20:43.446	37.196214890	-3.620465436	9.187514,8.087466	0.
213.442	14:20:43.696	37.196213371	-3.620461595	9.187514,8.087466	0.
213.692	14:20:43.946	37.196212100	-3.620457445	9.187514,8.087466	0.
213.942	14:20:44.196	37.196212100	-3.620457445	9.187514,8.087466	0.
214.192	14:20:44.446	37.196209310	-3.620448969	9.187514,8.087466	0.
214.442	14:20:44.696	37.196207685	-3.620445481	9.187514,8.087466	0.
214.692	14:20:44.946	37.196207685	-3.620445481	9.187514,8.087466	0.
214.942	14:20:45.196	37.196203977	-3.620437667	9.187514,8.087466	0.
215.192	14:20:45.446	37.196203977	-3.620437667	9.187514,8.087466	0.
215.442	14:20:45.696	37.196199880	-3.620430338	9.187514,8.087466	0.
215.692	14:20:45.946	37.196199880	-3.620430338	9.187514,8.087466	0.
215.942	14:20:46.196	37.196199880	-3.620430338	9.187514,8.087466	0.
216.192	14:20:46.446	37.196194405	-3.620422170	9.187514,8.087466	0.
216.442	14:20:46.696	37.196194405	-3.620422170	9.187514,8.087466	0.
216.692	14:20:46.946	37.196194405	-3.620422170	9.187514,8.087466	0.
216.942	14:20:47.196	37.196194405	-3.620422170	9.187514,8.087466	0.
217.192	14:20:47.446	37.196188719	-3.620406806	9.187514,8.087466	0.
217.442	14:20:47.696	37.196187377	-3.620402964	-0.960241,-0.007514	0.309348
217.692	14:20:47.946	37.196187377	-3.620402964	-0.960241,-0.007514	0.309348
217.942	14:20:48.196	37.196187377	-3.620402964	-0.960241,-0.007514	0.309348
218.192	14:20:48.446	37.196187377	-3.620402964	-0.960241,-0.007514	0.309348
218.442	14:20:48.696	37.196187377	-3.620402964	-0.960241,-0.007514	0.309348
218.692	14:20:48.946	37.196187377	-3.620402964	-0.960241,-0.007514	0.309348
218.942	14:20:49.196	37.196187377	-3.620402964	-0.960241,-0.007514	0.309348
219.192	14:20:49.446	37.196187377	-3.620402964	-0.960241,-0.007514	0.309348
219.442	14:20:49.696	37.196187377	-3.620402964	-0.960241,-0.007514	0.309348
219.692	14:20:49.946	37.196167280	-3.620370998	-1.757473,-0.739898	0.647569
219.942	14:20:50.196	37.196164560	-3.620367598	-1.757473,-0.739898	0.647569
220.192	14:20:50.446	37.196164560	-3.620367598	-1.757473,-0.739898	0.647569
220.442	14:20:50.696	37.196164560	-3.620367598	-1.757473,-0.739898	0.647569
220.692	14:20:50.946	37.196164560	-3.620367598	-1.757473,-0.739898	0.647569
220.942	14:20:51.196	37.196156612	-3.620352233	-1.757473,-0.739898	0.647569
221.192	14:20:51.446	37.196156082	-3.620347817	-1.757473,-0.739898	0.647569
221.442	14:20:51.696	37.196156082	-3.620347817	-1.757473,-0.739898	0.647569
221.692	14:20:51.946	37.196156082	-3.620347817	-1.757473,-0.739898	0.647569
221.942	14:20:52.196	37.196156082	-3.620347817	-1.757473,-0.739898	0.647569
222.192	14:20:52.446	37.196149194	-3.620335365	-1.757473,-0.739898	0.647569
222.442	14:20:52.696	37.196145485	-3.620334261	-1.757473,-0.739898	0.647569
222.692	14:20:52.946	37.196145485	-3.620334261	-1.757473,-0.739898	0.647569
222.942	14:20:53.196	37.196138068	-3.620333686	-1.757473,-0.739898	0.647569
223.192	14:20:53.446	37.196134112	-3.620334039	-1.757473,-0.739898	0.647569
223.442	14:20:53.696	37.196134112	-3.620334039	-1.757473,-0.739898	0.647569
223.692	14:20:53.946	37.196134112	-3.620334039	-1.757473,-0.739898	0.647569
223.942	14:20:54.196	37.196124080	-3.620339910	-1.757473,-0.739898	0.647569
224.192	14:20:54.446	37.196120900	-3.620343177	-1.757473,-0.739898	0.647569
224.442	14:20:54.696	37.196120900	-3.620343177	-1.757473,-0.739898	0.647569
224.692	14:20:54.946	37.196120900	-3.620343177	-1.757473,-0.739898	0.647569
224.942	14:20:55.196	37.196112846	-3.620353111	-1.757473,-0.739898	0.647569
225.192	14:20:55.446	37.196110691	-3.620356510	-1.757473,-0.739898	0.647569
225.442	14:20:55.696	37.196110691	-3.620356510	-1.757473,-0.739898	0.647569
225.692	14:20:55.946	37.196110691	-3.620356510	-1.757473,-0.739898	0.647569
225.942	14:20:56.196	37.196101648	-3.620362294	-1.757473,-0.739898	0.647569
226.192	14:20:56.446	37.196098928	-3.620363088	-1.757473,-0.739898	0.647569
226.442	14:20:56.696	37.196098928	-3.620363088	-1.757473,-0.739898	0.647569
226.692	14:20:56.946	37.196098928	-3.620363088	-1.757473,-0.739898	0.647569
226.942	14:20:57.196	37.196093311	-3.620369401	-1.757473,-0.739898	0.647569
227.192	14:20:57.446	37.196091333	-3.620372094	-1.757473,-0.739898	0.647569
227.442	14:20:57.696	37.196091333	-3.620372094	-1.757473,-0.739898	0.647569
227.692	14:20:57.946	37.196088329	-3.620378540	-1.757473,-0.739898	0.647569
227.942	14:20:58.196	37.196088258	-3.620381719	-1.757473,-0.739898	0.647569
228.192	14:20:58.446	37.196088894	-3.620385340	-1.757473,-0.739898	0.647569
228.442	14:20:58.696	37.196088894	-3.620385340	8.902173,4.539959	0.
228.692	14:20:58.946	37.196088894	-3.620385340	8.902173,4.539959	0.
228.942	14:20:59.196	37.196091048	-3.620399336	8.902173,4.539959	0.
229.192	14:20:59.446	37.196091966	-3.620404767	8.902173,4.539959	0.
229.442	14:20:59.696	37.196093131	-3.620408741	8.902173,4.539959	0.
229.692	14:20:59.946	37.196093131	-3.620408741	8.902173,4.539959	0.
229.942	14:21:0.196	37.196096381	-3.620416777	8.902173,4.539959	0.
230.192	14:21:0.446	37.196098005	-3.620420839	8.902173,4.539959	0.
230.442	14:21:0.696	37.196098005	-3.620420839	10.330882,7.131895	0.
230.692	14:21:0.946	37.196098005	-3.620420839	10.330882,7.131895	0.
230.942	14:21:1.196	37.196098005	-3.620420839	10.330882,7.131895	0.
231.192	14:21:1.446	37.196098005	-3.620420839	10.330882,7.131895	0.
231.442	14:21:1.696	37.196104150	-3.620441946	10.330882,7.131895	0.
231.692	14:21:1.946	37.196104150	-3.620441946	10.330882,7.131895	0.
231.942	14:21:2.196	37.196104150	-3.620441946	10.330882,7.131895	0.
232.192	14:21:2.446	37.196108141	-3.620454177	10.330882,7.131895	0.
232.442	14:21:2.696	37.196108141	-3.620454177	10.330882,7.131895	0.
232.692	14:21:2.946	37.196110931	-3.620463185	10.330882,7.131895	0.
232.942	14:21:3.196	37.196112662	-3.620468131	10.330882,7.131895	0.
233.192	14:21:3.446	37.196114640	-3.620473121	10.330882,7.131895	0.
233.442	14:21:3.696	37.196116477	-3.620477890	10.330882,7.131895	0.
233.692	14:21:3.946	37.196116477	-3.620477890	10.330882,7.131895	0.
233.942	14:21:4.196	37.196119726	-3.620487030	10.330882,7.131895	0.
234.192	14:21:4.446	37.196121704	-3.620491225	10.330882,7.131895	0.
234.442	14:21:4.696	37.196123329	-3.620494714	10.330882,7.131895	0.
234.692	14:21:4.946	37.196123329	-3.620494714	10.330882,7.131895	0.
234.942	14:21:5.196	37.196123329	-3.620494714	10.330882,7.131895	0.
235.192	14:21:5.446	37.196127779	-3.620505356	10.330882,7.131895	0.
235.442	14:21:5.696	37.196127779	-3.620505356	30.754059,26.53624	0.
235.692	14:21:5.946	37.196129475	-3.620514939	30.754059,26.53624	0.
235.942	14:21:6.196	37.196129475	-3.620514939	30.754059,26.53624	0.
236.192	14:21:6.446	37.196132371	-3.620521828	30.754059,26.53624	0.
236.442	14:21:6.696	37.196134809	-3.620524566	17.928923,16.485489	0.
236.692	14:21:6.946	37.196137423	-3.620527172	17.928923,16.485489	0.
236.942	14:21:7.196	37.196140249	-3.620528850	17.928923,16.485489	0.
237.192	14:21:7.446	37.196142686	-3.620529999	17.928923,16.485489	0.
237.442	14:21:7.696	37.196142686	-3.620529999	17.928923,16.485489	0.
237.692	14:21:7.946	37.196142686	-3.620529999	17.928923,16.485489	0.
237.942	14:21:8.196	37.196151623	-3.620535652	17.928923,16.485489	0.
238.192	14:21:8.446	37.196155085	-3.620536668	17.928923,16.485489	0.
238.442	14:21:8.696	37.196155085	-3.620536668	12.34106,11.992219	0.
238.692	14:21:8.946	37.196160667	-3.620538258	12.34106,11.992219	0.
238.942	14:21:9.196	37.196160667	-3.620538258	12.34106,11.992219	0.
239.192	14:21:9.446	37.196165471	-3.620540864	12.34106,11.992219	0.
239.442	14:21:9.696	37.196168898	-3.620542630	21.32542,22.828487	0.
239.692	14:21:9.946	37.196172148	-3.620544132	21.32542,22.828487	0.
239.942	14:21:10.196	37.196175787	-3.620545236	21.32542,22.828487	0.
240.192	14:21:10.446	37.196179567	-3.620546826	21.32542,22.828487	0.
240.442	14:21:10.696	37.196183100	-3.620548063	21.32542,22.828487	0.
240.692	14:21:10.946	37.196186738	-3.620548858	21.32542,22.828487	0.
240.942	14:21:11.196	37.196190059	-3.620549079	21.32542,22.828487	0.
241.192	14:21:11.446	37.196193592	-3.620549345	21.32542,22.828487	0.
241.442	14:21:11.696	37.196196842	-3.620548417	21.32542,22.828487	0.
241.692	14:21:11.946	37.196196842	-3.620548417	21.32542,22.828487	0.
241.942	14:21:12.196	37.196202707	-3.620544797	21.32542,22.828487	0.
242.192	14:21:12.446	37.196205321	-3.620542545	21.32542,22.828487	0.
242.442	14:21:12.696	37.196205321	-3.620542545	21.32542,22.828487	0.
242.692	14:21:12.946	37.196209667	-3.620536892	21.32542,22.828487	0.
242.942	14:21:13.196	37.196209667	-3.620536892	21.32542,22.828487	0.
243.192	14:21:13.446	37.196213659	-3.620531108	21.32542,22.828487	0.
243.442	14:21:13.696	37.196213659	-3.620531108	2.484897,4.124724	0.
243.692	14:21:13.946	37.196213659	-3.620531108	2.484897,4.124724	0.
243.942	14:21:14.196	37.196218252	-3.620519935	2.484897,4.124724	0.
244.192	14:21:14.446	37.196218252	-3.620519935	2.484897,4.124724	0.
244.442	14:21:14.696	37.196220867	-3.620511898	1.723481,4.123444	0.
244.692	14:21:14.946	37.196221785	-3.620507614	1.723481,4.123444	0.
244.942	14:21:15.196	37.196222775	-3.620502624	1.723481,4.123444	0.
245.192	14:21:15.446	37.196223234	-3.620497412	1.723481,4.123444	0.
245.442	14:21:15.696	37.196223058	-3.620492466	1.723481,4.123444	0.
245.692	14:21:15.946	37.196223058	-3.620492466	1.723481,4.123444	0.
245.942	14:21:16.196	37.196221326	-3.620482971	1.723481,4.123444	0.
246.192	14:21:16.446	37.196220161	-3.620478908	1.723481,4.123444	0.
246.442	14:21:16.696	37.196218712	-3.620474580	1.553838,13.262042	0.
246.692	14:21:16.946	37.196217370	-3.620469855	1.553838,13.262042	0.
246.942	14:21:17.196	37.196217370	-3.620469855	1.553838,13.262042	0.
247.192	14:21:17.446	37.196214897	-3.620462170	1.553838,13.262042	0.
247.442	14:21:17.696	37.196213554	-3.620457886	1.553838,13.262042	0.
247.692	14:21:17.946	37.196212000	-3.620453955	1.553838,13.262042	0.
247.942	14:21:18.196	37.196209950	-3.620450775	1.553838,13.262042	0.
248.192	14:21:18.446	37.196207866	-3.620447375	1.553838,13.262042	0.
248.442	14:21:18.696	37.196206241	-3.620444106	1.553838,13.262042	0.
248.692	14:21:18.946	37.196204333	-3.620440485	1.553838,13.262042	0.
248.942	14:21:19.196	37.196202531	-3.620436201	1.553838,13.262042	0.
249.192	14:21:19.446	37.196200976	-3.620432137	1.553838,13.262042	0.
249.442	14:21:19.696	37.196199280	-3.620428162	1.553838,13.262042	0.
249.692	14:21:19.946	37.196199280	-3.620428162	1.553838,13.262042	0.
249.942	14:21:20.196	37.196196030	-3.620421052	1.553838,13.262042	0.
250.192	14:21:20.446	37.196194051	-3.620417783	1.553838,13.262042	0.
250.442	14:21:20.696	37.196191790	-3.620414382	1.553838,13.262042	0.
250.692	14:21:20.946	37.196191790	-3.620414382	1.553838,13.262042	0.
250.942	14:21:21.196	37.196191790	-3.620414382	1.553838,13.262042	0.
251.192	14:21:21.446	37.196185288	-3.620404886	1.553838,13.262042	0.
251.442	14:21:21.696	37.196182391	-3.620401618	1.553838,13.262042	0.
251.692	14:21:21.946	37.196179670	-3.620398658	1.553838,13.262042	0.
251.942	14:21:22.196	37.196177692	-3.620395036	1.553838,13.262042	0.
252.192	14:21:22.446	37.196175854	-3.620391326	1.553838,13.262042	0.
252.442	14:21:22.696	37.196175854	-3.620391326	1.553838,13.262042	0.
252.692	14:21:22.946	37.196171897	-3.620383861	1.553838,13.262042	0.
252.942	14:21:23.196	37.196169706	-3.620380460	1.553838,13.262042	0.
253.192	14:21:23.446	37.196169706	-3.620380460	1.553838,13.262042	0.
253.442	14:21:23.696	37.196165749	-3.620372554	1.553838,13.262042	0.
253.692	14:21:23.946	37.196163381	-3.620369506	1.553838,13.262042	0.
253.942	14:21:24.196	37.196160484	-3.620366547	1.553838,13.262042	0.
254.192	14:21:24.446	37.196158151	-3.620363587	1.553838,13.262042	0.
254.442	14:21:24.696	37.196155890	-3.620360318	1.553838,13.262042	0.
254.692	14:21:24.946	37.196153876	-3.620356696	1.553838,13.262042	0.
254.942	14:21:25.196	37.196151897	-3.620352853	1.553838,13.262042	0.
255.192	14:21:25.446	37.196150625	-3.620348436	1.553838,13.262042	0.
255.442	14:21:25.696	37.196149459	-3.620343489	0.,81.863327	0.
255.692	14:21:25.946	37.196147480	-3.620340087	0.,81.863327	0.
255.942	14:21:26.196	37.196144653	-3.620338055	0.,81.863327	0.
256.192	14:21:26.446	37.196144653	-3.620338055	0.,81.863327	0.
256.442	14:21:26.696	37.196138327	-3.620337613	0.,81.863327	0.
256.692	14:21:26.946	37.196135253	-3.620338496	0.,81.863327	0.
256.942	14:21:27.196	37.196131896	-3.620339732	0.,81.863327	0.
257.192	14:21:27.446	37.196128115	-3.620341676	0.,81.863327	0.
257.442	14:21:27.696	37.196128115	-3.620341676	0.,81.863327	0.
257.692	14:21:27.946	37.196121330	-3.620346754	0.,81.863327	0.
257.942	14:21:28.196	37.196117796	-3.620349581	0.,81.863327	0.
258.192	14:21:28.446	37.196114369	-3.620352982	0.,81.863327	0.
258.442	14:21:28.696	37.196111188	-3.620356471	0.,81.863327	0.
258.692	14:21:28.946	37.196108644	-3.620359739	0.,81.863327	0.
258.942	14:21:29.196	37.196108644	-3.620359739	0.,81.863327	0.
259.192	14:21:29.446	37.196106382	-3.620366983	0.,81.863327	0.
259.442	14:21:29.696	37.196105569	-3.620371179	0.,81.863327	0.
259.692	14:21:29.946	37.196104862	-3.620375905	0.,81.863327	0.
259.942	14:21:30.196	37.196104862	-3.620375905	0.,81.863327	0.
260.192	14:21:30.446	37.196102776	-3.620384518	0.,81.863327	0.
260.442	14:21:30.696	37.196101221	-3.620388802	0.,81.863327	0.
260.692	14:21:30.946	37.196100514	-3.620392645	0.,81.863327	0.
260.942	14:21:31.196	37.196100514	-3.620392645	0.,81.863327	0.
261.192	14:21:31.446	37.196100514	-3.620392645	0.,81.863327	0.
261.442	14:21:31.696	37.196100160	-3.620405101	10.134835,2.424635	0.
261.692	14:21:31.946	37.196099983	-3.620409518	10.134835,2.424635	0.
261.942	14:21:32.196	37.196100230	-3.620417424	10.134835,2.424635	0.
262.192	14:21:32.446	37.196100230	-3.620417424	10.134835,2.424635	0.
262.442	14:21:32.696	37.196100618	-3.620421134	10.134835,2.424635	0.
262.692	14:21:32.946	37.196100618	-3.620421134	10.134835,2.424635	0.
262.942	14:21:33.196	37.196100618	-3.620421134	10.134835,2.424635	0.
263.192	14:21:33.446	37.196103126	-3.620431780	10.134835,2.424635	0.
263.442	14:21:33.696	37.196103692	-3.620435755	12.122846,14.261065	0.
263.692	14:21:33.946	37.196104292	-3.620440482	12.122846,14.261065	0.
263.942	14:21:34.196	37.196104292	-3.620440482	12.122846,14.261065	0.
264.192	14:21:34.446	37.196104292	-3.620440482	12.122846,14.261065	0.
264.442	14:21:34.696	37.196108390	-3.620452364	12.122846,14.261065	0.
264.692	14:21:34.946	37.196110263	-3.620455766	12.122846,14.261065	0.
264.942	14:21:35.196	37.196110263	-3.620455766	12.122846,14.261065	0.
265.192	14:21:35.446	37.196113797	-3.620464556	12.122846,14.261065	0.
265.442	14:21:35.696	37.196113797	-3.620464556	12.122846,14.261065	0.
265.692	14:21:35.946	37.196117436	-3.620473788	12.122846,14.261065	0.
265.942	14:21:36.196	37.196117436	-3.620473788	12.122846,14.261065	0.
266.192	14:21:36.446	37.196121393	-3.620482403	12.122846,14.261065	0.
266.442	14:21:36.696	37.196123655	-3.620485804	12.122846,14.261065	0.
266.692	14:21:36.946	37.196123655	-3.620485804	12.122846,14.261065	0.
266.942	14:21:37.196	37.196123655	-3.620485804	12.122846,14.261065	0.
267.192	14:21:37.446	37.196129273	-3.620496981	12.122846,14.261065	0.
267.442	14:21:37.696	37.196130722	-3.620500250	12.122846,14.261065	0.
267.692	14:21:37.946	37.196130722	-3.620500250	12.122846,14.261065	0.
267.942	14:21:38.196	37.196130722	-3.620500250	12.122846,14.261065	0.
268.192	14:21:38.446	37.196130722	-3.620500250	12.122846,14.261065	0.
268.442	14:21:38.696	37.196137506	-3.620515535	12.122846,14.261065	0.
268.692	14:21:38.946	37.196139238	-3.620518936	12.122846,14.261065	0.
268.942	14:21:39.196	37.196139238	-3.620518936	12.122846,14.261065	0.
269.192	14:21:39.446	37.196143655	-3.620525696	12.122846,14.261065	0.
269.442	14:21:39.696	37.196143655	-3.620525696	19.662409,-25.259418	0.
269.692	14:21:39.946	37.196148815	-3.620531483	19.662409,-25.259418	0.
269.942	14:21:40.196	37.196148815	-3.620531483	19.662409,-25.259418	0.
270.192	14:21:40.446	37.196156872	-3.620536785	19.662409,-25.259418	0.
270.442	14:21:40.696	37.196159664	-3.620538508	19.662409,-25.259418	0.
270.692	14:21:40.946	37.196159664	-3.620538508	19.662409,-25.259418	0.
270.942	14:21:41.196	37.196166555	-3.620543015	19.662409,-25.259418	0.
271.192	14:21:41.446	37.196169877	-3.620545047	19.662409,-25.259418	0.
271.442	14:21:41.696	37.196173517	-3.620546417	21.276501,-26.13221	0.
271.692	14:21:41.946	37.196173517	-3.620546417	21.276501,-26.13221	0.
271.942	14:21:42.196	37.196173517	-3.620546417	21.276501,-26.13221	0.
272.192	14:21:42.446	37.196184013	-3.620548892	21.276501,-26.13221	0.
272.442	14:21:42.696	37.196187618	-3.620548583	21.276501,-26.13221	0.
272.692	14:21:42.946	37.196187618	-3.620548583	21.276501,-26.13221	0.
272.942	14:21:43.196	37.196194686	-3.620547434	21.276501,-26.13221	0.
273.192	14:21:43.446	37.196194686	-3.620547434	21.276501,-26.13221	0.
273.442	14:21:43.696	37.196201154	-3.620544961	12.536945,-1.543898	0.
273.692	14:21:43.946	37.196204406	-3.620542929	12.536945,-1.543898	0.
273.942	14:21:44.196	37.196207692	-3.620540632	12.536945,-1.543898	0.
274.192	14:21:44.446	37.196210308	-3.620538291	12.536945,-1.543898	0.
274.442	14:21:44.696	37.196210308	-3.620538291	12.536945,-1.543898	0.
274.692	14:21:44.946	37.196210308	-3.620538291	12.536945,-1.543898	0.
274.942	14:21:45.196	37.196216458	-3.620528528	12.536945,-1.543898	0.
275.192	14:21:45.446	37.196217553	-3.620524464	12.536945,-1.543898	0.
275.442	14:21:45.696	37.196218366	-3.620520753	1.392161,13.551952	0.
275.692	14:21:45.946	37.196218366	-3.620520753	1.392161,13.551952	0.
275.942	14:21:46.196	37.196218366	-3.620520753	1.392161,13.551952	0.
276.192	14:21:46.446	37.196222254	-3.620507499	1.392161,13.551952	0.
276.442	14:21:46.696	37.196222254	-3.620507499	0.561261,19.291115	0.
276.692	14:21:46.946	37.196222254	-3.620507499	0.561261,19.291115	0.
276.942	14:21:47.196	37.196224587	-3.620492346	0.561261,19.291115	0.
277.192	14:21:47.446	37.196224587	-3.620492346	0.561261,19.291115	0.
277.442	14:21:47.696	37.196223704	-3.620481964	0.103391,23.323978	0.
277.692	14:21:47.946	37.196223704	-3.620481964	0.103391,23.323978	0.
277.942	14:21:48.196	37.196223138	-3.620477413	0.103391,23.323978	0.
278.192	14:21:48.446	37.196220523	-3.620469726	0.103391,23.323978	0.
278.442	14:21:48.696	37.196220523	-3.620469726	0.103391,23.323978	0.
278.692	14:21:48.946	37.196218791	-3.620465441	0.103391,23.323978	0.
278.942	14:21:49.196	37.196218791	-3.620465441	0.103391,23.323978	0.
279.192	14:21:49.446	37.196214196	-3.620456207	0.103391,23.323978	0.
279.442	14:21:49.696	37.196212747	-3.620452010	1.534644,6.17769	0.
279.692	14:21:49.946	37.196212747	-3.620452010	1.534644,6.17769	0.
279.942	14:21:50.196	37.196212747	-3.620452010	1.534644,6.17769	0.
280.192	14:21:50.446	37.196209213	-3.620444322	1.534644,6.17769	0.
280.442	14:21:50.696	37.196207057	-3.620440169	0.896117,-18.037298	0.
280.692	14:21:50.946	37.196204795	-3.620435839	0.896117,-18.037298	0.
280.942	14:21:51.196	37.196204795	-3.620435839	0.896117,-18.037298	0.
281.192	14:21:51.446	37.196200447	-3.620428063	0.562677,-29.034441	0.
281.442	14:21:51.696	37.196198079	-3.620424219	0.562677,-29.034441	0.
281.692	14:21:51.946	37.196198079	-3.620424219	0.562677,-29.034441	0.
281.942	14:21:52.196	37.196198079	-3.620424219	0.562677,-29.034441	0.
282.192	14:21:52.446	37.196198079	-3.620424219	0.562677,-29.034441	0.
282.442	14:21:52.696	37.196189172	-3.620411626	0.562677,-29.034441	0.
282.692	14:21:52.946	37.196189172	-3.620411626	0.562677,-29.034441	0.
282.942	14:21:53.196	37.196189172	-3.620411626	0.562677,-29.034441	0.
283.192	14:21:53.446	37.196182103	-3.620402833	0.562677,-29.034441	0.
283.442	14:21:53.696	37.196179381	-3.620400447	0.562677,-29.034441	0.
283.692	14:21:53.946	37.196179381	-3.620400447	0.562677,-29.034441	0.
283.942	14:21:54.196	37.196179381	-3.620400447	0.562677,-29.034441	0.
284.192	14:21:54.446	37.196172771	-3.620390152	0.562677,-29.034441	0.
284.442	14:21:54.696	37.196170332	-3.620386529	0.562677,-29.034441	0.
284.692	14:21:54.946	37.196167716	-3.620382905	0.562677,-29.034441	0.
284.942	14:21:55.196	37.196167716	-3.620382905	0.562677,-29.034441	0.
285.192	14:21:55.446	37.196167716	-3.620382905	0.562677,-29.034441	0.
285.442	14:21:55.696	37.196160223	-3.620373626	0.562677,-29.034441	0.
285.692	14:21:55.946	37.196157677	-3.620370356	0.562677,-29.034441	0.
285.942	14:21:56.196	37.196157677	-3.620370356	0.562677,-29.034441	0.
286.192	14:21:56.446	37.196154425	-3.620363109	-7.847615,-2.79717	5.
286.442	14:21:56.696	37.196153153	-3.620358823	-7.847615,-2.79717	5.
286.692	14:21:56.946	37.196152339	-3.620355067	-7.847615,-2.79717	5.
286.942	14:21:57.196	37.196153506	-3.620350692	-7.847615,-2.79717	5.
287.192	14:21:57.446	37.196155061	-3.620346141	8.175129,-4.631177	0.
287.442	14:21:57.696	37.196156404	-3.620342075	8.175129,-4.631177	0.
287.692	14:21:57.946	37.196156404	-3.620342075	8.175129,-4.631177	0.
287.942	14:21:58.196	37.196159196	-3.620333812	8.175129,-4.631177	0.
288.192	14:21:58.446	37.196160928	-3.620329746	9.011898,0.	0.
288.442	14:21:58.696	37.196161847	-3.620325107	9.011898,0.	0.
288.692	14:21:58.946	37.196161564	-3.620320113	9.011898,0.	0.
288.942	14:21:59.196	37.196161564	-3.620320113	9.011898,0.	0.
289.192	14:21:59.446	37.196158312	-3.620311982	3.793816,7.653915	0.
289.442	14:21:59.696	37.196155590	-3.620309286	3.793816,7.653915	0.
289.692	14:21:59.946	37.196152232	-3.620308137	3.793816,7.653915	0.
289.942	14:22:0.196	37.196148979	-3.620308004	3.793816,7.653915	0.
290.192	14:22:0.446	37.196148979	-3.620308004	3.793816,7.653915	0.
290.442	14:22:0.696	37.196142015	-3.620310389	3.793816,7.653915	0.
290.692	14:22:0.946	37.196139399	-3.620313128	3.793816,7.653915	0.
