Time	UTC	GPS_lat(deg)	GPS_long(deg)	CBF:psi_ref	CBF:omega_safe
106.442	14:18:56.696	37.196109888	-3.620428785	0.,0.	0.
106.692	14:18:56.946	37.196109888	-3.620428785	0.,0.	0.
106.942	14:18:57.196	37.196109888	-3.620428785	0.,0.	0.
107.192	14:18:57.446	37.196109888	-3.620428785	0.,0.	0.
107.442	14:18:57.696	37.196109888	-3.620428785	0.,0.	0.
107.692	14:18:57.946	37.196109888	-3.620428785	0.,0.	0.
107.942	14:18:58.196	37.196109888	-3.620428785	0.,0.	0.
108.192	14:18:58.446	37.196109888	-3.620428785	0.,0.	0.
108.442	14:18:58.696	37.196119093	-3.620482009	0.,0.	0.
108.692	14:18:58.946	37.196119093	-3.620482009	0.,0.	0.
108.942	14:18:59.196	37.196119093	-3.620482009	0.,0.	0.
109.192	14:18:59.446	37.196119093	-3.620482009	0.,0.	0.
109.442	14:18:59.696	37.196119093	-3.620482009	0.,0.	0.
109.692	14:18:59.946	37.196119093	-3.620482009	0.,0.	0.
109.942	14:19:0.196	37.196119093	-3.620482009	0.,0.	0.
110.192	14:19:0.446	37.196119093	-3.620482009	0.,0.	0.
110.442	14:19:0.696	37.196133908	-3.620512260	0.,0.	0.
110.692	14:19:0.946	37.196135354	-3.620516008	0.,0.	0.
110.942	14:19:1.196	37.196135354	-3.620516008	0.,0.	0.
111.192	14:19:1.446	37.196139164	-3.620522227	0.,0.	0.
111.442	14:19:1.696	37.196139164	-3.620522227	0.,0.	0.
111.692	14:19:1.946	37.196139164	-3.620522227	0.,0.	0.
111.942	14:19:2.196	37.196146360	-3.620530782	0.,0.	0.
112.192	14:19:2.446	37.196146360	-3.620530782	0.,0.	0.
112.442	14:19:2.696	37.196150875	-3.620535766	0.,0.	0.
112.692	14:19:2.946	37.196153768	-3.620537442	0.,0.	0.
112.942	14:19:3.196	37.196153768	-3.620537442	0.,0.	0.
113.192	14:19:3.446	37.196153768	-3.620537442	0.,0.	0.
113.442	14:19:3.696	37.196162093	-3.620540397	0.,0.	0.
113.692	14:19:3.946	37.196164880	-3.620541985	0.,0.	0.
113.942	14:19:4.196	37.196167879	-3.620543220	0.,0.	0.
114.192	14:19:4.446	37.196171124	-3.620544322	0.,0.	0.
114.442	14:19:4.696	37.196171124	-3.620544322	0.,0.	0.
114.692	14:19:4.946	37.196178145	-3.620544675	0.,0.	0.
114.942	14:19:5.196	37.196178145	-3.620544675	0.,0.	0.
115.192	14:19:5.446	37.196185377	-3.620544235	0.,0.	0.
115.442	14:19:5.696	37.196188905	-3.620543794	0.,0.	0.
115.692	14:19:5.946	37.196188905	-3.620543794	0.,0.	0.
115.942	14:19:6.196	37.196188905	-3.620543794	0.,0.	0.
116.192	14:19:6.446	37.196188905	-3.620543794	0.,0.	0.
116.442	14:19:6.696	37.196202417	-3.620538018	0.,0.	0.
116.692	14:19:6.946	37.196205133	-3.620535989	0.,0.	0.
116.942	14:19:7.196	37.196205133	-3.620535989	0.,0.	0.
117.192	14:19:7.446	37.196205133	-3.620535989	0.,0.	0.
117.442	14:19:7.696	37.196205133	-3.620535989	0.,0.	0.
117.692	14:19:7.946	37.196214977	-3.620523818	0.,0.	0.
117.942	14:19:8.196	37.196216070	-3.620519188	0.,0.	0.
118.192	14:19:8.446	37.196216070	-3.620519188	0.,0.	0.
118.442	14:19:8.696	37.196216600	-3.620509795	0.,0.	0.
118.692	14:19:8.946	37.196216705	-3.620504723	0.,0.	0.
118.942	14:19:9.196	37.196216600	-3.620499872	0.,0.	0.
119.192	14:19:9.446	37.196216600	-3.620499872	0.,0.	0.
119.442	14:19:9.696	37.196215506	-3.620490258	0.,0.	0.
119.692	14:19:9.946	37.196214695	-3.620485628	0.,0.	0.
119.942	14:19:10.196	37.196213883	-3.620480688	0.,0.	0.
120.192	14:19:10.446	37.196213883	-3.620480688	0.,0.	0.
120.442	14:19:10.696	37.196213883	-3.620480688	0.,0.	0.
120.692	14:19:10.946	37.196209720	-3.620468604	0.,0.	0.
120.942	14:19:11.196	37.196209720	-3.620468604	0.,0.	0.
121.192	14:19:11.446	37.196209720	-3.620468604	0.,0.	0.
121.442	14:19:11.696	37.196207039	-3.620460137	0.,0.	0.
121.692	14:19:11.946	37.196206122	-3.620456432	0.,0.	0.
121.942	14:19:12.196	37.196205416	-3.620452375	0.,0.	0.
122.192	14:19:12.446	37.196204393	-3.620447876	0.,0.	0.
122.442	14:19:12.696	37.196204393	-3.620447876	0.,0.	0.
122.692	14:19:12.946	37.196204393	-3.620447876	0.,0.	0.
122.942	14:19:13.196	37.196201323	-3.620436012	0.,0.	0.
123.192	14:19:13.446	37.196199524	-3.620432969	0.,0.	0.
123.442	14:19:13.696	37.196197725	-3.620428779	0.,0.	0.
123.692	14:19:13.946	37.196196207	-3.620424810	0.,0.	0.
123.942	14:19:14.196	37.196194761	-3.620421766	0.,0.	0.
124.192	14:19:14.446	37.196194761	-3.620421766	0.,0.	0.
124.442	14:19:14.696	37.196190703	-3.620415459	0.,0.	0.
124.692	14:19:14.946	37.196190703	-3.620415459	0.,0.	0.
124.942	14:19:15.196	37.196186752	-3.620408579	0.,0.	0.
125.192	14:19:15.446	37.196186752	-3.620408579	0.,0.	0.
125.442	14:19:15.696	37.196182412	-3.620403154	0.,0.	0.
125.692	14:19:15.946	37.196180048	-3.620400110	0.,0.	0.
125.942	14:19:16.196	37.196180048	-3.620400110	0.,0.	0.
126.192	14:19:16.446	37.196180048	-3.620400110	0.,0.	0.
126.442	14:19:16.696	37.196172180	-3.620390716	0.,0.	0.
126.692	14:19:16.946	37.196168863	-3.620387231	0.,0.	0.
126.942	14:19:17.196	37.196165617	-3.620384188	0.,0.	0.
127.192	14:19:17.446	37.196162335	-3.620381938	0.,0.	0.
127.442	14:19:17.696	37.196159265	-3.620379777	0.,0.	0.
127.692	14:19:17.946	37.196155843	-3.620377748	0.,0.	0.
127.942	14:19:18.196	37.196155843	-3.620377748	0.,0.	0.
128.192	14:19:18.446	37.196149174	-3.620375939	0.,0.	0.
128.442	14:19:18.696	37.196145469	-3.620375145	0.,0.	0.
128.692	14:19:18.946	37.196142223	-3.620374351	0.,0.	0.
128.942	14:19:19.196	37.196142223	-3.620374351	0.,0.	0.
129.192	14:19:19.446	37.196142223	-3.620374351	0.,0.	0.
129.442	14:19:19.696	37.196132378	-3.620374571	0.,0.	0.
129.692	14:19:19.946	37.196128743	-3.620375805	0.,0.	0.
129.942	14:19:20.196	37.196124862	-3.620376952	0.,0.	0.
130.192	14:19:20.446	37.196121157	-3.620378540	0.,0.	0.
130.442	14:19:20.696	37.196121157	-3.620378540	0.,0.	0.
130.692	14:19:20.946	37.196114558	-3.620382950	0.,0.	0.
130.942	14:19:21.196	37.196114558	-3.620382950	0.,0.	0.
131.192	14:19:21.446	37.196109159	-3.620389610	0.,0.	0.
131.442	14:19:21.696	37.196107430	-3.620393226	0.,0.	0.
131.692	14:19:21.946	37.196106336	-3.620397284	0.,0.	0.
131.942	14:19:22.196	37.196106336	-3.620397284	0.,0.	0.
132.192	14:19:22.446	37.196105065	-3.620406061	0.,0.	0.
132.442	14:19:22.696	37.196104712	-3.620410913	0.,0.	0.
132.692	14:19:22.946	37.196104641	-3.620415897	0.,0.	0.
132.942	14:19:23.196	37.196104641	-3.620415897	0.,0.	0.
133.192	14:19:23.446	37.196104641	-3.620415897	0.,0.	0.
133.442	14:19:23.696	37.196106793	-3.620430673	0.,0.	0.
133.692	14:19:23.946	37.196106793	-3.620430673	0.,0.	0.
133.942	14:19:24.196	37.196106792	-3.620430672	0.,0.	0.
134.192	14:19:24.446	37.196108521	-3.620439494	0.,0.	0.
134.442	14:19:24.696	37.196109580	-3.620443773	0.,0.	0.
134.692	14:19:24.946	37.196110603	-3.620448095	0.,0.	0.
134.942	14:19:25.196	37.196110602	-3.620448095	0.,0.	0.
135.192	14:19:25.446	37.196110602	-3.620448095	0.,0.	0.
135.442	14:19:25.696	37.196116107	-3.620464063	0.,0.	0.
135.692	14:19:25.946	37.196116107	-3.620464063	0.,0.	0.
135.942	14:19:26.196	37.196119705	-3.620472091	0.,0.	0.
136.192	14:19:26.446	37.196119705	-3.620472091	0.,0.	0.
136.442	14:19:26.696	37.196119705	-3.620472091	0.,0.	0.
136.692	14:19:26.946	37.196123128	-3.620481221	0.,0.	0.
136.942	14:19:27.196	37.196127291	-3.620488897	0.,0.	0.
137.192	14:19:27.446	37.196129267	-3.620492514	0.,0.	0.
137.442	14:19:27.696	37.196131102	-3.620495910	0.,0.	0.
137.692	14:19:27.946	37.196131102	-3.620495910	0.,0.	0.
137.942	14:19:28.196	37.196131102	-3.620495910	0.,0.	0.
138.192	14:19:28.446	37.196136959	-3.620506894	0.,0.	0.
138.442	14:19:28.696	37.196139041	-3.620510599	0.,0.	0.
138.692	14:19:28.946	37.196139041	-3.620510600	0.,0.	0.
138.942	14:19:29.196	37.196144263	-3.620516687	0.,0.	0.
139.192	14:19:29.446	37.196147263	-3.620519951	0.,0.	0.
139.442	14:19:29.696	37.196149697	-3.620523039	0.,0.	0.
139.692	14:19:29.946	37.196149697	-3.620523039	0.,0.	0.
139.942	14:19:30.196	37.196149697	-3.620523039	0.,0.	0.
140.192	14:19:30.446	37.196155555	-3.620530009	0.,0.	0.
140.442	14:19:30.696	37.196155555	-3.620530009	0.,0.	0.
140.692	14:19:30.946	37.196155555	-3.620530009	0.,0.	0.
140.942	14:19:31.196	37.196155555	-3.620530009	0.,0.	0.
141.192	14:19:31.446	37.196164694	-3.620536671	0.,0.	0.
141.442	14:19:31.696	37.196164694	-3.620536671	0.,0.	0.
141.692	14:19:31.946	37.196164694	-3.620536671	0.,0.	0.
141.942	14:19:32.196	37.196164694	-3.620536671	0.,0.	0.
142.192	14:19:32.446	37.196164694	-3.620536671	0.,0.	0.
142.442	14:19:32.696	37.196180045	-3.620542098	0.,0.	0.
142.692	14:19:32.946	37.196183927	-3.620542672	0.,0.	0.
142.942	14:19:33.196	37.196183927	-3.620542672	0.,0.	0.
143.192	14:19:33.446	37.196183927	-3.620542672	0.,0.	0.
143.442	14:19:33.696	37.196195607	-3.620541525	0.,0.	0.
143.692	14:19:33.946	37.196199066	-3.620540511	0.,0.	0.
143.942	14:19:34.196	37.196202418	-3.620539056	10.817517,17.200996	0.
144.192	14:19:34.446	37.196202418	-3.620539056	10.817517,17.200996	0.
144.442	14:19:34.696	37.196202418	-3.620539056	10.817517,17.200996	0.
144.692	14:19:34.946	37.196202418	-3.620539056	10.817517,17.200996	0.
144.942	14:19:35.196	37.196202418	-3.620539056	10.817517,17.200996	0.
145.192	14:19:35.446	37.196202418	-3.620539056	10.817517,17.200996	0.
145.442	14:19:35.696	37.196202418	-3.620539056	10.817517,17.200996	0.
145.692	14:19:35.946	37.196202418	-3.620539056	10.817517,17.200996	0.
145.942	14:19:36.196	37.196217946	-3.620512280	10.817517,17.200996	0.
146.192	14:19:36.446	37.196218970	-3.620507648	10.817517,17.200996	0.
146.442	14:19:36.696	37.196219323	-3.620502928	10.817517,17.200996	0.
146.692	14:19:36.946	37.196219323	-3.620502928	10.817517,17.200996	0.
146.942	14:19:37.196	37.196219394	-3.620493797	10.817517,17.200996	0.
147.192	14:19:37.446	37.196219394	-3.620493797	10.817517,17.200996	0.
147.442	14:19:37.696	37.196217770	-3.620484974	10.817517,17.200996	0.
147.692	14:19:37.946	37.196217770	-3.620484974	10.817517,17.200996	0.
147.942	14:19:38.196	37.196217770	-3.620484974	10.817517,17.200996	0.
148.192	14:19:38.446	37.196217770	-3.620484974	10.817517,17.200996	0.
148.442	14:19:38.696	37.196213006	-3.620468695	10.817517,17.200996	0.
148.692	14:19:38.946	37.196213006	-3.620468695	2.004874,4.625537	0.
148.942	14:19:39.196	37.196213006	-3.620468695	2.004874,4.625537	0.
149.192	14:19:39.446	37.196213006	-3.620468695	2.004874,4.625537	0.
149.442	14:19:39.696	37.196213006	-3.620468695	2.004874,4.625537	0.
149.692	14:19:39.946	37.196213006	-3.620468695	2.004874,4.625537	0.
149.942	14:19:40.196	37.196213006	-3.620468695	2.004874,4.625537	0.
150.192	14:19:40.446	37.196201536	-3.620445711	2.004874,4.625537	0.
150.442	14:19:40.696	37.196200336	-3.620442226	2.004874,4.625537	0.
150.692	14:19:40.946	37.196200336	-3.620442226	2.004874,4.625537	0.
150.942	14:19:41.196	37.196200336	-3.620442226	2.004874,4.625537	0.
151.192	14:19:41.446	37.196195501	-3.620430226	2.004874,4.625537	0.
151.442	14:19:41.696	37.196195501	-3.620430226	2.004874,4.625537	0.
151.692	14:19:41.946	37.196195501	-3.620430226	2.004874,4.625537	0.
151.942	14:19:42.196	37.196195501	-3.620430226	2.004874,4.625537	0.
152.192	14:19:42.446	37.196188443	-3.620417123	2.004874,4.625537	0.
152.442	14:19:42.696	37.196188443	-3.620417123	2.004874,4.625537	0.
152.692	14:19:42.946	37.196188443	-3.620417123	2.004874,4.625537	0.
152.942	14:19:43.196	37.196181949	-3.620407064	2.004874,4.625537	0.
153.192	14:19:43.446	37.196181949	-3.620407064	2.004874,4.625537	0.
153.442	14:19:43.696	37.196181949	-3.620407064	2.004874,4.625537	0.
153.692	14:19:43.946	37.196181949	-3.620407064	-0.590808,-0.032812	0.188301
153.942	14:19:44.196	37.196181949	-3.620407064	-0.590808,-0.032812	0.188301
154.192	14:19:44.446	37.196181949	-3.620407064	-0.590808,-0.032812	0.188301
154.442	14:19:44.696	37.196168113	-3.620385842	-0.590808,-0.032812	0.188301
154.692	14:19:44.946	37.196168113	-3.620385842	-0.590808,-0.032812	0.188301
154.942	14:19:45.196	37.196168113	-3.620385842	-0.590808,-0.032812	0.188301
155.192	14:19:45.446	37.196168113	-3.620385842	-0.590808,-0.032812	0.188301
155.442	14:19:45.696	37.196156642	-3.620372076	-0.590808,-0.032812	0.188301
155.692	14:19:45.946	37.196156642	-3.620372076	-0.590808,-0.032812	0.188301
155.942	14:19:46.196	37.196156642	-3.620372076	-0.590808,-0.032812	0.188301
156.192	14:19:46.446	37.196156642	-3.620372076	-0.590808,-0.032812	0.188301
156.442	14:19:46.696	37.196147536	-3.620357957	-0.590808,-0.032812	0.188301
156.692	14:19:46.946	37.196147536	-3.620357957	-0.590808,-0.032812	0.188301
156.942	14:19:47.196	37.196147536	-3.620357957	-0.590808,-0.032812	0.188301
157.192	14:19:47.446	37.196147536	-3.620357957	-0.590808,-0.032812	0.188301
157.442	14:19:47.696	37.196135041	-3.620350500	-0.590808,-0.032812	0.188301
157.692	14:19:47.946	37.196135041	-3.620350500	-0.590808,-0.032812	0.188301
157.942	14:19:48.196	37.196127628	-3.620349132	-0.590808,-0.032812	0.188301
158.192	14:19:48.446	37.196127628	-3.620349132	-0.590808,-0.032812	0.188301
158.442	14:19:48.696	37.196127628	-3.620349132	-0.590808,-0.032812	0.188301
158.692	14:19:48.946	37.196127628	-3.620349132	-0.590808,-0.032812	0.188301
158.942	14:19:49.196	37.196127628	-3.620349132	-0.590808,-0.032812	0.188301
159.192	14:19:49.446	37.196127628	-3.620349132	-0.590808,-0.032812	0.188301
159.442	14:19:49.696	37.196106414	-3.620349704	-0.590808,-0.032812	0.188301
159.692	14:19:49.946	37.196106414	-3.620349704	-0.590808,-0.032812	0.188301
159.942	14:19:50.196	37.196100625	-3.620348556	-0.590808,-0.032812	0.188301
160.192	14:19:50.446	37.196100625	-3.620348556	-0.590808,-0.032812	0.188301
160.442	14:19:50.696	37.196100625	-3.620348556	-0.590808,-0.032812	0.188301
160.692	14:19:50.946	37.196100625	-3.620348556	-0.590808,-0.032812	0.188301
160.942	14:19:51.196	37.196090953	-3.620357952	-0.590808,-0.032812	0.188301
161.192	14:19:51.446	37.196090953	-3.620357952	-0.590808,-0.032812	0.188301
161.442	14:19:51.696	37.196090953	-3.620357952	-0.590808,-0.032812	0.188301
161.692	14:19:51.946	37.196089858	-3.620369247	-0.590808,-0.032812	0.188301
161.942	14:19:52.196	37.196089858	-3.620369247	-0.590808,-0.032812	0.188301
162.192	14:19:52.446	37.196090846	-3.620377144	-0.590808,-0.032812	0.188301
162.442	14:19:52.696	37.196090846	-3.620377144	-0.590808,-0.032812	0.188301
162.692	14:19:52.946	37.196090846	-3.620377144	-0.590808,-0.032812	0.188301
162.942	14:19:53.196	37.196092751	-3.620389100	-0.590808,-0.032812	0.188301
163.192	14:19:53.446	37.196093845	-3.620393513	-0.590808,-0.032812	0.188301
163.442	14:19:53.696	37.196093845	-3.620393513	-0.590808,-0.032812	0.188301
163.692	14:19:53.946	37.196095927	-3.620401410	-0.590808,-0.032812	0.188301
163.942	14:19:54.196	37.196095927	-3.620401410	-0.590808,-0.032812	0.188301
164.192	14:19:54.446	37.196095927	-3.620401410	-0.590808,-0.032812	0.188301
164.442	14:19:54.696	37.196099279	-3.620413058	-0.590808,-0.032812	0.188301
164.692	14:19:54.946	37.196100444	-3.620416676	7.943803,6.820488	0.
164.942	14:19:55.196	37.196102067	-3.620420294	7.943803,6.820488	0.
165.192	14:19:55.446	37.196102067	-3.620420294	7.943803,6.820488	0.
165.442	14:19:55.696	37.196102067	-3.620420294	7.943803,6.820488	0.
165.692	14:19:55.946	37.196102067	-3.620420294	7.943803,6.820488	0.
165.942	14:19:56.196	37.196102067	-3.620420294	7.943803,6.820488	0.
166.192	14:19:56.446	37.196107043	-3.620440414	7.943803,6.820488	0.
166.442	14:19:56.696	37.196107043	-3.620440414	7.943803,6.820488	0.
166.692	14:19:56.946	37.196108913	-3.620447959	7.943803,6.820488	0.
166.942	14:19:57.196	37.196108913	-3.620447959	7.943803,6.820488	0.
167.192	14:19:57.446	37.196108913	-3.620447959	7.943803,6.820488	0.
167.442	14:19:57.696	37.196111631	-3.620460579	7.943803,6.820488	0.
167.692	14:19:57.946	37.196112619	-3.620464770	7.943803,6.820488	0.
167.942	14:19:58.196	37.196113889	-3.620468698	7.943803,6.820488	0.
168.192	14:19:58.446	37.196115266	-3.620472757	7.943803,6.820488	0.
168.442	14:19:58.696	37.196115266	-3.620472757	7.943803,6.820488	0.
168.692	14:19:58.946	37.196117525	-3.620481494	18.093647,22.380648	0.
168.942	14:19:59.196	37.196117525	-3.620481494	18.093647,22.380648	0.
169.192	14:19:59.446	37.196117525	-3.620481494	18.093647,22.380648	0.
169.442	14:19:59.696	37.196117525	-3.620481494	18.093647,22.380648	0.
169.692	14:19:59.946	37.196117525	-3.620481494	17.680138,29.596277	0.
169.942	14:20:0.196	37.196117525	-3.620481494	17.680138,29.596277	0.
170.192	14:20:0.446	37.196126631	-3.620507131	17.680138,29.596277	0.
170.442	14:20:0.696	37.196128254	-3.620510750	17.680138,29.596277	0.
170.692	14:20:0.946	37.196128254	-3.620510750	17.680138,29.596277	0.
170.942	14:20:1.196	37.196132243	-3.620517060	17.680138,29.596277	0.
171.192	14:20:1.446	37.196134608	-3.620519752	17.680138,29.596277	0.
171.442	14:20:1.696	37.196134608	-3.620519752	17.680138,29.596277	0.
171.692	14:20:1.946	37.196134608	-3.620519752	17.680138,29.596277	0.
171.942	14:20:2.196	37.196134608	-3.620519752	17.680138,29.596277	0.
172.192	14:20:2.446	37.196134608	-3.620519752	17.680138,29.596277	0.
172.442	14:20:2.696	37.196146715	-3.620531623	17.680138,29.596277	0.
172.692	14:20:2.946	37.196146715	-3.620531623	17.680138,29.596277	0.
172.942	14:20:3.196	37.196152857	-3.620535595	17.680138,29.596277	0.
173.192	14:20:3.446	37.196152857	-3.620535595	17.680138,29.596277	0.
173.442	14:20:3.696	37.196152857	-3.620535595	17.680138,29.596277	0.
173.692	14:20:3.946	37.196161435	-3.620539523	17.680138,29.596277	0.
173.942	14:20:4.196	37.196161435	-3.620539523	17.680138,29.596277	0.
174.192	14:20:4.446	37.196161435	-3.620539523	17.680138,29.596277	0.
174.442	14:20:4.696	37.196161435	-3.620539523	17.680138,29.596277	0.
174.692	14:20:4.946	37.196161435	-3.620539523	18.348322,24.058271	0.
174.942	14:20:5.196	37.196178238	-3.620549276	18.348322,24.058271	0.
175.192	14:20:5.446	37.196178238	-3.620549276	18.348322,24.058271	0.
175.442	14:20:5.696	37.196185722	-3.620549939	18.348322,24.058271	0.
175.692	14:20:5.946	37.196185722	-3.620549939	18.348322,24.058271	0.
175.942	14:20:6.196	37.196185722	-3.620549939	18.348322,24.058271	0.
176.192	14:20:6.446	37.196185722	-3.620549939	18.348322,24.058271	0.
176.442	14:20:6.696	37.196198431	-3.620547336	18.348322,24.058271	0.
176.692	14:20:6.946	37.196198431	-3.620547336	18.348322,24.058271	0.
176.942	14:20:7.196	37.196204150	-3.620543365	18.348322,24.058271	0.
177.192	14:20:7.446	37.196204150	-3.620543365	18.348322,24.058271	0.
177.442	14:20:7.696	37.196208669	-3.620537408	18.348322,24.058271	0.
177.692	14:20:7.946	37.196208669	-3.620537408	18.348322,24.058271	0.
177.942	14:20:8.196	37.196212835	-3.620532201	18.348322,24.058271	0.
178.192	14:20:8.446	37.196212835	-3.620532201	18.348322,24.058271	0.
178.442	14:20:8.696	37.196212835	-3.620532201	18.348322,24.058271	0.
178.692	14:20:8.946	37.196212835	-3.620532201	1.810738,4.378653	0.
178.942	14:20:9.196	37.196215624	-3.620516933	1.810738,4.378653	0.
179.192	14:20:9.446	37.196215624	-3.620516933	1.810738,4.378653	0.
179.442	14:20:9.696	37.196217248	-3.620508372	1.810738,4.378653	0.
179.692	14:20:9.946	37.196218413	-3.620503827	1.810738,4.378653	0.
179.942	14:20:10.196	37.196218413	-3.620503827	1.810738,4.378653	0.
180.192	14:20:10.446	37.196220037	-3.620494251	1.810738,4.378653	0.
180.442	14:20:10.696	37.196220673	-3.620489485	1.810738,4.378653	0.
180.692	14:20:10.946	37.196220673	-3.620489485	1.810738,4.378653	0.
180.942	14:20:11.196	37.196220037	-3.620479555	1.810738,4.378653	0.
181.192	14:20:11.446	37.196220037	-3.620479555	1.810738,4.378653	0.
181.442	14:20:11.696	37.196218519	-3.620469935	1.810738,4.378653	0.
181.692	14:20:11.946	37.196217143	-3.620465786	1.810738,4.378653	0.
181.942	14:20:12.196	37.196216084	-3.620462388	1.810738,4.378653	0.
182.192	14:20:12.446	37.196214460	-3.620458990	1.810738,4.378653	0.
182.442	14:20:12.696	37.196214460	-3.620458990	1.810738,4.378653	0.
182.692	14:20:12.946	37.196214460	-3.620458990	1.810738,4.378653	0.
182.942	14:20:13.196	37.196210188	-3.620448972	1.810738,4.378653	0.
183.192	14:20:13.446	37.196208917	-3.620444912	1.810738,4.378653	0.
183.442	14:20:13.696	37.196207293	-3.620440499	1.810738,4.378653	0.
183.692	14:20:13.946	37.196207293	-3.620440499	1.810738,4.378653	0.
183.942	14:20:14.196	37.196203233	-3.620433614	1.810738,4.378653	0.
184.192	14:20:14.446	37.196201079	-3.620429333	1.810738,4.378653	0.
184.442	14:20:14.696	37.196198820	-3.620425714	1.810738,4.378653	0.
184.692	14:20:14.946	37.196196842	-3.620422448	0.315837,2.446371	0.
184.942	14:20:15.196	37.196194865	-3.620418829	0.315837,2.446371	0.
185.192	14:20:15.446	37.196194865	-3.620418829	0.315837,2.446371	0.
185.442	14:20:15.696	37.196190629	-3.620411370	0.315837,2.446371	0.
185.692	14:20:15.946	37.196190629	-3.620411370	0.315837,2.446371	0.
185.942	14:20:16.196	37.196190629	-3.620411370	0.315837,2.446371	0.
186.192	14:20:16.446	37.196184026	-3.620402411	0.315837,2.446371	0.
186.442	14:20:16.696	37.196184026	-3.620402411	0.315837,2.446371	0.
186.692	14:20:16.946	37.196176682	-3.620390803	0.315837,2.446371	0.
186.942	14:20:17.196	37.196176682	-3.620390803	0.315837,2.446371	0.
187.192	14:20:17.446	37.196174246	-3.620387272	0.315837,2.446371	0.
187.442	14:20:17.696	37.196171633	-3.620383785	0.315837,2.446371	0.
187.692	14:20:17.946	37.196171633	-3.620383785	0.315837,2.446371	0.
187.942	14:20:18.196	37.196171633	-3.620383785	0.315837,2.446371	0.
188.192	14:20:18.446	37.196171633	-3.620383785	0.315837,2.446371	0.
188.442	14:20:18.696	37.196161782	-3.620370235	0.315837,2.446371	0.
188.692	14:20:18.946	37.196161782	-3.620370235	0.,-2.24284	0.275768
188.942	14:20:19.196	37.196161782	-3.620370235	0.,-2.24284	0.275768
189.192	14:20:19.446	37.196158181	-3.620358715	0.,-2.24284	0.275768
189.442	14:20:19.696	37.196155744	-3.620355449	0.,-2.24284	0.275768
189.692	14:20:19.946	37.196152743	-3.620352712	0.,-2.24284	0.275768
189.942	14:20:20.196	37.196152743	-3.620352712	0.,-2.24284	0.275768
190.192	14:20:20.446	37.196152743	-3.620352712	0.,-2.24284	0.275768
190.442	14:20:20.696	37.196152743	-3.620352712	0.,-2.24284	0.275768
190.692	14:20:20.946	37.196139467	-3.620346488	5.605577,-1.11653	0.317883
190.942	14:20:21.196	37.196136571	-3.620346399	5.605577,-1.11653	0.317883
191.192	14:20:21.446	37.196136571	-3.620346399	5.605577,-1.11653	0.317883
191.442	14:20:21.696	37.196136571	-3.620346399	5.605577,-1.11653	0.317883
191.692	14:20:21.946	37.196136571	-3.620346399	5.605577,-1.11653	0.317883
191.942	14:20:22.196	37.196136571	-3.620346399	5.605577,-1.11653	0.317883
192.192	14:20:22.446	37.196120575	-3.620350237	5.605577,-1.11653	0.317883
192.442	14:20:22.696	37.196116938	-3.620351914	5.605577,-1.11653	0.317883
192.692	14:20:22.946	37.196112984	-3.620353944	5.605577,-1.11653	0.317883
192.942	14:20:23.196	37.196112984	-3.620353944	5.605577,-1.11653	0.317883
193.192	14:20:23.446	37.196112984	-3.620353944	5.605577,-1.11653	0.317883
193.442	14:20:23.696	37.196103379	-3.620359019	5.605577,-1.11653	0.317883
193.692	14:20:23.946	37.196100589	-3.620360034	5.605577,-1.11653	0.317883
193.942	14:20:24.196	37.196097870	-3.620361534	5.605577,-1.11653	0.317883
194.192	14:20:24.446	37.196097870	-3.620361534	5.605577,-1.11653	0.317883
194.442	14:20:24.696	37.196097870	-3.620361534	5.605577,-1.11653	0.317883
194.692	14:20:24.946	37.196097870	-3.620361534	5.605577,-1.11653	0.317883
194.942	14:20:25.196	37.196092254	-3.620378482	5.605577,-1.11653	0.317883
195.192	14:20:25.446	37.196092254	-3.620378482	5.605577,-1.11653	0.317883
195.442	14:20:25.696	37.196092360	-3.620382101	5.605577,-1.11653	0.317883
195.692	14:20:25.946	37.196092360	-3.620382101	4.698745,0.	0.
195.942	14:20:26.196	37.196092360	-3.620382101	4.698745,0.	0.
196.192	14:20:26.446	37.196093065	-3.620393488	4.698745,0.	0.
196.442	14:20:26.696	37.196093453	-3.620398034	4.698745,0.	0.
196.692	14:20:26.946	37.196093806	-3.620402536	4.698745,0.	0.
196.942	14:20:27.196	37.196093806	-3.620402536	4.698745,0.	0.
197.192	14:20:27.446	37.196093806	-3.620402536	4.698745,0.	0.
197.442	14:20:27.696	37.196093806	-3.620402536	4.698745,0.	0.
197.692	14:20:27.946	37.196098148	-3.620417587	7.65901,6.387031	0.
197.942	14:20:28.196	37.196099772	-3.620421163	7.65901,6.387031	0.
198.192	14:20:28.446	37.196101220	-3.620424561	7.65901,6.387031	0.
198.442	14:20:28.696	37.196101220	-3.620424561	7.65901,6.387031	0.
198.692	14:20:28.946	37.196103303	-3.620432153	11.146062,8.117641	0.
198.942	14:20:29.196	37.196103479	-3.620436788	11.146062,8.117641	0.
199.192	14:20:29.446	37.196104008	-3.620441643	11.146062,8.117641	0.
199.442	14:20:29.696	37.196105103	-3.620446057	11.146062,8.117641	0.
199.692	14:20:29.946	37.196105103	-3.620446057	9.187514,8.087466	0.
199.942	14:20:30.196	37.196105103	-3.620446057	9.187514,8.087466	0.
200.192	14:20:30.446	37.196105103	-3.620446057	9.187514,8.087466	0.
