Time	UTC	GPS_lat(deg)	GPS_long(deg)	CBF:psi_ref	CBF:py_rel	CBF:px_rel	CBF:omega_safe
153.110	16:35:57.540	37.196138710	-3.620375638	0.078623,0.684499	-5.101562,5.949219	1.460938,-4.257812	0.
153.360	16:35:57.790	37.196138710	-3.620375770	0.055846,0.483251	-5.050781,4.449219	1.441406,-2.300781	0.
153.610	16:35:58.040	37.196138604	-3.620375638	0.055846,0.483251	-5.050781,4.449219	1.441406,-2.300781	0.
153.860	16:35:58.290	37.196138710	-3.620375638	0.055846,0.483251	-5.050781,4.449219	1.441406,-2.300781	0.
154.110	16:35:58.540	37.196138886	-3.620375770	0.055846,0.483251	-5.050781,4.449219	1.441406,-2.300781	0.
154.360	16:35:58.790	37.196138781	-3.620375419	0.055846,0.483251	-5.050781,4.449219	1.441406,-2.300781	0.
154.610	16:35:59.040	37.196138886	-3.620375551	0.055846,0.483251	-5.050781,4.449219	1.441406,-2.300781	0.
154.860	16:35:59.290	37.196138886	-3.620375551	0.055846,0.483251	-5.050781,4.449219	1.441406,-2.300781	0.
155.110	16:35:59.540	37.196138957	-3.620375419	0.055846,0.483251	-5.050781,4.449219	1.441406,-2.300781	0.
155.360	16:35:59.790	37.196139133	-3.620375419	0.055846,0.483251	-5.050781,4.449219	1.441406,-2.300781	0.
155.610	16:36:0.040	37.196139133	-3.620375419	0.055846,0.483251	-5.050781,4.449219	1.441406,-2.300781	0.
155.860	16:36:0.290	37.196139414	-3.620375639	0.055846,0.483251	-5.050781,4.449219	1.441406,-2.300781	0.
156.110	16:36:0.540	37.196139414	-3.620375639	0.055846,0.483251	-5.050781,4.449219	1.441406,-2.300781	0.
156.360	16:36:0.790	37.196139590	-3.620375552	0.081615,0.	-5.167969,1.671875	1.308594,0.621094	0.
156.610	16:36:1.040	37.196139766	-3.620375640	0.081615,0.	-5.167969,1.671875	1.308594,0.621094	0.
156.860	16:36:1.290	37.196139766	-3.620375640	0.081615,0.	-5.167969,1.671875	1.308594,0.621094	0.
157.110	16:36:1.540	37.196139872	-3.620375772	0.081615,0.	-5.167969,1.671875	1.308594,0.621094	0.
157.360	16:36:1.790	37.196139872	-3.620375772	-0.144637,6.383278	-5.269531,-0.160156	1.320312,2.121094	0.
157.610	16:36:2.040	37.196140399	-3.620375860	-0.144637,6.383278	-5.269531,-0.160156	1.320312,2.121094	0.
157.860	16:36:2.290	37.196140575	-3.620375860	-0.144637,6.383278	-5.269531,-0.160156	1.320312,2.121094	0.
158.110	16:36:2.540	37.196140751	-3.620375640	-0.144637,6.383278	-5.269531,-0.160156	1.320312,2.121094	0.
158.360	16:36:2.790	37.196140962	-3.620375640	-0.104658,6.390393	-5.382812,-0.242188	1.300781,2.121094	0.
158.610	16:36:3.040	37.196141138	-3.620375860	-0.104658,6.390393	-5.382812,-0.242188	1.300781,2.121094	0.
158.860	16:36:3.290	37.196141314	-3.620375992	-0.104658,6.390393	-5.382812,-0.242188	1.300781,2.121094	0.
159.110	16:36:3.540	37.196141384	-3.620376080	-0.104658,6.390393	-5.382812,-0.242188	1.300781,2.121094	0.
159.360	16:36:3.790	37.196141490	-3.620376080	0.090655,11.082404	-5.421875,-3.523438	1.320312,2.347656	0.
159.610	16:36:4.040	37.196141490	-3.620376080	0.090655,11.082404	-5.421875,-3.523438	1.320312,2.347656	0.
159.860	16:36:4.290	37.196141596	-3.620375993	0.090655,11.082404	-5.421875,-3.523438	1.320312,2.347656	0.
160.110	16:36:4.540	37.196141772	-3.620375861	0.090655,11.082404	-5.421875,-3.523438	1.320312,2.347656	0.
160.360	16:36:4.790	37.196141842	-3.620375993	-0.118358,10.486282	-5.519531,-4.210938	1.242188,2.351562	0.
160.610	16:36:5.040	37.196141772	-3.620376081	-0.118358,10.486282	-5.519531,-4.210938	1.242188,2.351562	0.
160.860	16:36:5.290	37.196141842	-3.620376081	-0.118358,10.486282	-5.519531,-4.210938	1.242188,2.351562	0.
161.110	16:36:5.540	37.196141948	-3.620375993	-0.118358,10.486282	-5.519531,-4.210938	1.242188,2.351562	0.
161.360	16:36:5.790	37.196142018	-3.620375993	0.01118,10.534609	-5.570312,-4.230469	1.222656,2.351562	0.
161.610	16:36:6.040	37.196142018	-3.620375994	0.01118,10.534609	-5.570312,-4.230469	1.222656,2.351562	0.
161.860	16:36:6.290	37.196142124	-3.620376082	0.01118,10.534609	-5.570312,-4.230469	1.222656,2.351562	0.
162.110	16:36:6.540	37.196142194	-3.620376214	0.01118,10.534609	-5.570312,-4.230469	1.222656,2.351562	0.
162.360	16:36:6.790	37.196142300	-3.620376302	0.01118,10.534609	-5.570312,-4.230469	1.222656,2.351562	0.
162.610	16:36:7.040	37.196142300	-3.620376565	0.01118,10.534609	-5.570312,-4.230469	1.222656,2.351562	0.
162.860	16:36:7.290	37.196142405	-3.620376566	0.01118,10.534609	-5.570312,-4.230469	1.222656,2.351562	0.
163.110	16:36:7.540	37.196142581	-3.620376785	0.01118,10.534609	-5.570312,-4.230469	1.222656,2.351562	0.
163.360	16:36:7.790	37.196142581	-3.620376874	0.083821,7.896955	-5.742188,-5.371094	1.1875,-1.5	0.
163.610	16:36:8.040	37.196142828	-3.620376874	0.083821,7.896955	-5.742188,-5.371094	1.1875,-1.5	0.
163.860	16:36:8.290	37.196143004	-3.620377006	0.083821,7.896955	-5.742188,-5.371094	1.1875,-1.5	0.
164.110	16:36:8.540	37.196143004	-3.620377006	0.083821,7.896955	-5.742188,-5.371094	1.1875,-1.5	0.
164.360	16:36:8.790	37.196143215	-3.620377094	-0.42503,7.647544	-5.8125,-5.441406	1.207031,-1.480469	0.
164.610	16:36:9.040	37.196143391	-3.620377226	-0.42503,7.647544	-5.8125,-5.441406	1.207031,-1.480469	0.
164.860	16:36:9.290	37.196143461	-3.620377226	-0.42503,7.647544	-5.8125,-5.441406	1.207031,-1.480469	0.
165.110	16:36:9.540	37.196143567	-3.620377094	-0.42503,7.647544	-5.8125,-5.441406	1.207031,-1.480469	0.
165.360	16:36:9.790	37.196143637	-3.620377226	0.055598,6.826711	-5.917969,-4.578125	1.148438,-3.839844	0.
165.610	16:36:10.040	37.196143848	-3.620377314	0.055598,6.826711	-5.917969,-4.578125	1.148438,-3.839844	0.
165.860	16:36:10.290	37.196143918	-3.620377314	0.055598,6.826711	-5.917969,-4.578125	1.148438,-3.839844	0.
166.110	16:36:10.540	37.196144024	-3.620377314	0.055598,6.826711	-5.917969,-4.578125	1.148438,-3.839844	0.
166.360	16:36:10.790	37.196144024	-3.620377314	0.089856,8.851604	-5.929688,-4.160156	1.171875,-5.308594	0.
166.610	16:36:11.040	37.196144200	-3.620377227	0.089856,8.851604	-5.929688,-4.160156	1.171875,-5.308594	0.
166.860	16:36:11.290	37.196144446	-3.620377095	0.089856,8.851604	-5.929688,-4.160156	1.171875,-5.308594	0.
167.110	16:36:11.540	37.196144657	-3.620377227	0.089856,8.851604	-5.929688,-4.160156	1.171875,-5.308594	0.
167.360	16:36:11.790	37.196144904	-3.620377667	-0.446645,8.1885	-5.929688,-4.25	1.21875,-5.269531	0.
167.610	16:36:12.040	37.196144904	-3.620377799	-0.446645,8.1885	-5.929688,-4.25	1.21875,-5.269531	0.
167.860	16:36:12.290	37.196144904	-3.620377799	-0.446645,8.1885	-5.929688,-4.25	1.21875,-5.269531	0.
168.110	16:36:12.540	37.196145255	-3.620377667	-0.446645,8.1885	-5.929688,-4.25	1.21875,-5.269531	0.
168.360	16:36:12.790	37.196145642	-3.620377799	-0.012459,14.687342	-5.972656,-3.742188	1.230469,-7.355469	0.
168.610	16:36:13.040	37.196145713	-3.620377799	-0.012459,14.687342	-5.972656,-3.742188	1.230469,-7.355469	0.
168.860	16:36:13.290	37.196145818	-3.620377887	-0.012459,14.687342	-5.972656,-3.742188	1.230469,-7.355469	0.
169.110	16:36:13.540	37.196145818	-3.620377887	-0.012459,14.687342	-5.972656,-3.742188	1.230469,-7.355469	0.
169.360	16:36:13.790	37.196145818	-3.620377887	-0.397253,22.868626	-5.953125,-2.980469	1.179688,-9.625	0.
169.610	16:36:14.040	37.196146276	-3.620377887	-0.397253,22.868626	-5.953125,-2.980469	1.179688,-9.625	0.
169.860	16:36:14.290	37.196146276	-3.620377800	-0.397253,22.868626	-5.953125,-2.980469	1.179688,-9.625	0.
170.110	16:36:14.540	37.196146346	-3.620377668	-0.397253,22.868626	-5.953125,-2.980469	1.179688,-9.625	0.
170.360	16:36:14.790	37.196146627	-3.620377668	-0.081176,16.422802	-5.96875,-2.371094	1.140625,-11.136719	0.
170.610	16:36:15.040	37.196146698	-3.620377800	-0.081176,16.422802	-5.96875,-2.371094	1.140625,-11.136719	0.
170.860	16:36:15.290	37.196146698	-3.620377800	-0.081176,16.422802	-5.96875,-2.371094	1.140625,-11.136719	0.
171.110	16:36:15.540	37.196146979	-3.620377580	-0.081176,16.422802	-5.96875,-2.371094	1.140625,-11.136719	0.
171.360	16:36:15.790	37.196146979	-3.620377580	-0.081176,16.422802	-5.96875,-2.371094	1.140625,-11.136719	0.
171.610	16:36:16.040	37.196147155	-3.620377668	-0.081176,16.422802	-5.96875,-2.371094	1.140625,-11.136719	0.
171.860	16:36:16.290	37.196147261	-3.620377669	-0.081176,16.422802	-5.96875,-2.371094	1.140625,-11.136719	0.
172.110	16:36:16.540	37.196147437	-3.620377669	-0.081176,16.422802	-5.96875,-2.371094	1.140625,-11.136719	0.
172.360	16:36:16.790	37.196147507	-3.620377669	-0.307897,18.185787	-6.,-0.378906	1.03125,-13.445312	0.
172.610	16:36:17.040	37.196147718	-3.620377801	-0.307897,18.185787	-6.,-0.378906	1.03125,-13.445312	0.
172.860	16:36:17.290	37.196147789	-3.620377889	-0.307897,18.185787	-6.,-0.378906	1.03125,-13.445312	0.
173.110	16:36:17.540	37.196147894	-3.620378021	-0.307897,18.185787	-6.,-0.378906	1.03125,-13.445312	0.
173.360	16:36:17.790	37.196147894	-3.620378021	0.19627,13.921252	-6.011719,0.890625	1.,-14.125	0.
173.610	16:36:18.040	37.196147894	-3.620378021	0.19627,13.921252	-6.011719,0.890625	1.,-14.125	0.
173.860	16:36:18.290	37.196147894	-3.620378109	0.19627,13.921252	-6.011719,0.890625	1.,-14.125	0.
174.110	16:36:18.540	37.196147894	-3.620378021	0.19627,13.921252	-6.011719,0.890625	1.,-14.125	0.
174.360	16:36:18.790	37.196147895	-3.620378021	0.18247,24.545599	-6.011719,2.277344	0.941406,-14.785156	0.
174.610	16:36:19.040	37.196147789	-3.620377890	0.18247,24.545599	-6.011719,2.277344	0.941406,-14.785156	0.
174.860	16:36:19.290	37.196147895	-3.620377670	0.18247,24.545599	-6.011719,2.277344	0.941406,-14.785156	0.
175.110	16:36:19.540	37.196147895	-3.620377670	0.18247,24.545599	-6.011719,2.277344	0.941406,-14.785156	0.
175.360	16:36:19.790	37.196147895	-3.620377670	0.141211,17.615583	-6.,3.378906	0.859375,-15.21875	0.
175.610	16:36:20.040	37.196147895	-3.620377670	0.141211,17.615583	-6.,3.378906	0.859375,-15.21875	0.
175.860	16:36:20.290	37.196147789	-3.620377671	0.141211,17.615583	-6.,3.378906	0.859375,-15.21875	0.
176.110	16:36:20.540	37.196147895	-3.620377671	0.141211,17.615583	-6.,3.378906	0.859375,-15.21875	0.
176.360	16:36:20.790	37.196147895	-3.620377671	-0.093384,10.996294	-5.972656,5.289062	0.789062,-15.167969	0.
176.610	16:36:21.040	37.196147790	-3.620377583	-0.093384,10.996294	-5.972656,5.289062	0.789062,-15.167969	0.
176.860	16:36:21.290	37.196147895	-3.620377451	-0.093384,10.996294	-5.972656,5.289062	0.789062,-15.167969	0.
177.110	16:36:21.540	37.196147790	-3.620377232	-0.093384,10.996294	-5.972656,5.289062	0.789062,-15.167969	0.
177.360	16:36:21.790	37.196147614	-3.620377100	0.075645,5.868992	-5.960938,6.546875	0.671875,-14.484375	0.
177.610	16:36:22.040	37.196147438	-3.620376880	0.075645,5.868992	-5.960938,6.546875	0.671875,-14.484375	0.
177.860	16:36:22.290	37.196147509	-3.620376880	0.075645,5.868992	-5.960938,6.546875	0.671875,-14.484375	0.
178.110	16:36:22.540	37.196147438	-3.620376792	0.075645,5.868992	-5.960938,6.546875	0.671875,-14.484375	0.
178.360	16:36:22.790	37.196147438	-3.620376792	0.240124,2.349764	-5.921875,7.375	0.5625,-13.546875	0.
178.610	16:36:23.040	37.196147333	-3.620376441	0.240124,2.349764	-5.921875,7.375	0.5625,-13.546875	0.
178.860	16:36:23.290	37.196147333	-3.620376309	0.240124,2.349764	-5.921875,7.375	0.5625,-13.546875	0.
179.110	16:36:23.540	37.196147157	-3.620376221	0.240124,2.349764	-5.921875,7.375	0.5625,-13.546875	0.
179.360	16:36:23.790	37.196147157	-3.620376221	0.240124,2.349764	-5.921875,7.375	0.5625,-13.546875	0.
179.610	16:36:24.040	37.196147263	-3.620376090	0.240124,2.349764	-5.921875,7.375	0.5625,-13.546875	0.
179.860	16:36:24.290	37.196147158	-3.620376090	0.240124,2.349764	-5.921875,7.375	0.5625,-13.546875	0.
180.110	16:36:24.540	37.196147087	-3.620376002	0.240124,2.349764	-5.921875,7.375	0.5625,-13.546875	0.
180.360	16:36:24.790	37.196147158	-3.620375870	0.42295,2.602086	-5.832031,7.785156	0.421875,-11.746094	0.
180.610	16:36:25.040	37.196147158	-3.620375870	0.42295,2.602086	-5.832031,7.785156	0.421875,-11.746094	0.
180.860	16:36:25.290	37.196147263	-3.620375563	0.42295,2.602086	-5.832031,7.785156	0.421875,-11.746094	0.
181.110	16:36:25.540	37.196147158	-3.620375431	0.42295,2.602086	-5.832031,7.785156	0.421875,-11.746094	0.
181.360	16:36:25.790	37.196147158	-3.620375431	0.02839,1.359408	-5.808594,8.015625	0.28125,-8.816406	0.
181.610	16:36:26.040	37.196147088	-3.620375300	0.02839,1.359408	-5.808594,8.015625	0.28125,-8.816406	0.
181.860	16:36:26.290	37.196147088	-3.620375212	0.02839,1.359408	-5.808594,8.015625	0.28125,-8.816406	0.
182.110	16:36:26.540	37.196146983	-3.620375212	0.02839,1.359408	-5.808594,8.015625	0.28125,-8.816406	0.
182.360	16:36:26.790	37.196146912	-3.620375212	-0.166123,0.83046	-5.738281,7.488281	0.199219,-7.445312	0.
182.610	16:36:27.040	37.196146912	-3.620374992	-0.166123,0.83046	-5.738281,7.488281	0.199219,-7.445312	0.
182.860	16:36:27.290	37.196146807	-3.620374861	-0.166123,0.83046	-5.738281,7.488281	0.199219,-7.445312	0.
183.110	16:36:27.540	37.196146807	-3.620374861	-0.166123,0.83046	-5.738281,7.488281	0.199219,-7.445312	0.
183.360	16:36:27.790	37.196146631	-3.620374641	-0.166123,0.83046	-5.738281,7.488281	0.199219,-7.445312	0.
183.610	16:36:28.040	37.196146456	-3.620374421	-0.166123,0.83046	-5.738281,7.488281	0.199219,-7.445312	0.
183.860	16:36:28.290	37.196146280	-3.620374202	-0.166123,0.83046	-5.738281,7.488281	0.199219,-7.445312	0.
184.110	16:36:28.540	37.196146280	-3.620373982	-0.166123,0.83046	-5.738281,7.488281	0.199219,-7.445312	0.
184.360	16:36:28.790	37.196146280	-3.620373850	-0.230741,0.689274	-5.601562,6.085938	-0.039062,-4.929688	0.
184.610	16:36:29.040	37.196146280	-3.620373850	-0.230741,0.689274	-5.601562,6.085938	-0.039062,-4.929688	0.
184.860	16:36:29.290	37.196146350	-3.620373499	-0.230741,0.689274	-5.601562,6.085938	-0.039062,-4.929688	0.
185.110	16:36:29.540	37.196146350	-3.620373499	-0.230741,0.689274	-5.601562,6.085938	-0.039062,-4.929688	0.
185.360	16:36:29.790	37.196146175	-3.620373192	-0.077053,-0.084433	-5.578125,5.390625	-0.121094,-4.042969	0.
185.610	16:36:30.040	37.196146175	-3.620373060	-0.077053,-0.084433	-5.578125,5.390625	-0.121094,-4.042969	0.
185.860	16:36:30.290	37.196146105	-3.620372972	-0.077053,-0.084433	-5.578125,5.390625	-0.121094,-4.042969	0.
186.110	16:36:30.540	37.196145999	-3.620372621	-0.077053,-0.084433	-5.578125,5.390625	-0.121094,-4.042969	0.
186.360	16:36:30.790	37.196145999	-3.620372621	0.27249,-0.377785	-5.511719,4.230469	-0.238281,-2.667969	0.
186.610	16:36:31.040	37.196145823	-3.620372269	0.27249,-0.377785	-5.511719,4.230469	-0.238281,-2.667969	0.
186.860	16:36:31.290	37.196145648	-3.620372181	0.27249,-0.377785	-5.511719,4.230469	-0.238281,-2.667969	0.
187.110	16:36:31.540	37.196145718	-3.620372050	0.27249,-0.377785	-5.511719,4.230469	-0.238281,-2.667969	0.
187.360	16:36:31.790	37.196145648	-3.620371830	-0.059424,-0.962966	-5.457031,3.179688	-0.332031,-1.378906	0.
187.610	16:36:32.040	37.196145542	-3.620371479	-0.059424,-0.962966	-5.457031,3.179688	-0.332031,-1.378906	0.
187.860	16:36:32.290	37.196145543	-3.620371259	-0.059424,-0.962966	-5.457031,3.179688	-0.332031,-1.378906	0.
188.110	16:36:32.540	37.196145367	-3.620371171	-0.059424,-0.962966	-5.457031,3.179688	-0.332031,-1.378906	0.
188.360	16:36:32.790	37.196145261	-3.620370951	-0.059424,-0.962966	-5.457031,3.179688	-0.332031,-1.378906	0.
188.610	16:36:33.040	37.196145191	-3.620370820	-0.059424,-0.962966	-5.457031,3.179688	-0.332031,-1.378906	0.
188.860	16:36:33.290	37.196145191	-3.620370600	-0.059424,-0.962966	-5.457031,3.179688	-0.332031,-1.378906	0.
189.110	16:36:33.540	37.196145191	-3.620370468	-0.059424,-0.962966	-5.457031,3.179688	-0.332031,-1.378906	0.
189.360	16:36:33.790	37.196145086	-3.620370381	-0.137533,0.	-5.371094,1.460938	-0.5,1.007812	0.
189.610	16:36:34.040	37.196145086	-3.620370161	-0.137533,0.	-5.371094,1.460938	-0.5,1.007812	0.
189.860	16:36:34.290	37.196145086	-3.620370161	-0.137533,0.	-5.371094,1.460938	-0.5,1.007812	0.
190.110	16:36:34.540	37.196145086	-3.620370029	-0.137533,0.	-5.371094,1.460938	-0.5,1.007812	0.
190.360	16:36:34.790	37.196145016	-3.620369810	0.021009,0.	-5.328125,0.519531	-0.582031,1.71875	0.
190.610	16:36:35.040	37.196145016	-3.620369810	0.021009,0.	-5.328125,0.519531	-0.582031,1.71875	0.
190.860	16:36:35.290	37.196145016	-3.620369678	0.021009,0.	-5.328125,0.519531	-0.582031,1.71875	0.
191.110	16:36:35.540	37.196145016	-3.620369678	0.021009,0.	-5.328125,0.519531	-0.582031,1.71875	0.
191.360	16:36:35.790	37.196145262	-3.620369590	0.116021,4.278869	-5.332031,-1.230469	-0.652344,1.976562	0.
191.610	16:36:36.040	37.196145544	-3.620369459	0.116021,4.278869	-5.332031,-1.230469	-0.652344,1.976562	0.
191.860	16:36:36.290	37.196145649	-3.620369459	0.116021,4.278869	-5.332031,-1.230469	-0.652344,1.976562	0.
192.110	16:36:36.540	37.196145720	-3.620369459	0.116021,4.278869	-5.332031,-1.230469	-0.652344,1.976562	0.
192.360	16:36:36.790	37.196145720	-3.620369459	0.116021,4.278869	-5.332031,-1.230469	-0.652344,1.976562	0.
192.610	16:36:37.040	37.196145825	-3.620369371	0.116021,4.278869	-5.332031,-1.230469	-0.652344,1.976562	0.
192.860	16:36:37.290	37.196145896	-3.620369240	0.116021,4.278869	-5.332031,-1.230469	-0.652344,1.976562	0.
193.110	16:36:37.540	37.196145896	-3.620369152	0.116021,4.278869	-5.332031,-1.230469	-0.652344,1.976562	0.
193.360	16:36:37.790	37.196146107	-3.620369020	-0.038781,13.559772	-5.328125,-4.339844	-0.796875,1.011719	0.
193.610	16:36:38.040	37.196146177	-3.620368888	-0.038781,13.559772	-5.328125,-4.339844	-0.796875,1.011719	0.
193.860	16:36:38.290	37.196146283	-3.620368801	-0.038781,13.559772	-5.328125,-4.339844	-0.796875,1.011719	0.
194.110	16:36:38.540	37.196146353	-3.620368801	-0.038781,13.559772	-5.328125,-4.339844	-0.796875,1.011719	0.
194.360	16:36:38.790	37.196146529	-3.620368669	-0.063531,10.698865	-5.300781,-5.339844	-0.871094,0.609375	0.
194.610	16:36:39.040	37.196146705	-3.620368581	-0.063531,10.698865	-5.300781,-5.339844	-0.871094,0.609375	0.
194.860	16:36:39.290	37.196146810	-3.620368450	-0.063531,10.698865	-5.300781,-5.339844	-0.871094,0.609375	0.
195.110	16:36:39.540	37.196146810	-3.620368450	-0.063531,10.698865	-5.300781,-5.339844	-0.871094,0.609375	0.
195.360	16:36:39.790	37.196146986	-3.620368230	0.120846,5.181639	-5.332031,-6.023438	-0.929688,-0.929688	0.
195.610	16:36:40.040	37.196147092	-3.620368010	0.120846,5.181639	-5.332031,-6.023438	-0.929688,-0.929688	0.
195.860	16:36:40.290	37.196147162	-3.620368142	0.120846,5.181639	-5.332031,-6.023438	-0.929688,-0.929688	0.
196.110	16:36:40.540	37.196147268	-3.620368011	0.120846,5.181639	-5.332031,-6.023438	-0.929688,-0.929688	0.
196.360	16:36:40.790	37.196147338	-3.620368011	-0.013653,7.018911	-5.289062,-5.972656	-0.988281,-2.289062	0.
196.610	16:36:41.040	37.196147514	-3.620367879	-0.013653,7.018911	-5.289062,-5.972656	-0.988281,-2.289062	0.
196.860	16:36:41.290	37.196147620	-3.620367791	-0.013653,7.018911	-5.289062,-5.972656	-0.988281,-2.289062	0.
197.110	16:36:41.540	37.196147796	-3.620367660	-0.013653,7.018911	-5.289062,-5.972656	-0.988281,-2.289062	0.
197.360	16:36:41.790	37.196147901	-3.620367660	0.192906,7.439783	-5.398438,-5.878906	-1.0625,-3.460938	0.
197.610	16:36:42.040	37.196148077	-3.620367572	0.192906,7.439783	-5.398438,-5.878906	-1.0625,-3.460938	0.
197.860	16:36:42.290	37.196148147	-3.620367440	0.192906,7.439783	-5.398438,-5.878906	-1.0625,-3.460938	0.
198.110	16:36:42.540	37.196148358	-3.620367440	0.192906,7.439783	-5.398438,-5.878906	-1.0625,-3.460938	0.
198.360	16:36:42.790	37.196148358	-3.620367353	0.2861,7.209931	-5.453125,-5.191406	-1.128906,-5.089844	0.
198.610	16:36:43.040	37.196148534	-3.620367221	0.2861,7.209931	-5.453125,-5.191406	-1.128906,-5.089844	0.
198.860	16:36:43.290	37.196148534	-3.620367221	0.2861,7.209931	-5.453125,-5.191406	-1.128906,-5.089844	0.
199.110	16:36:43.540	37.196148534	-3.620367221	0.2861,7.209931	-5.453125,-5.191406	-1.128906,-5.089844	0.
199.360	16:36:43.790	37.196148605	-3.620367221	0.2861,7.209931	-5.453125,-5.191406	-1.128906,-5.089844	0.
199.610	16:36:44.040	37.196148710	-3.620367134	0.2861,7.209931	-5.453125,-5.191406	-1.128906,-5.089844	0.
199.860	16:36:44.290	37.196148710	-3.620367002	0.2861,7.209931	-5.453125,-5.191406	-1.128906,-5.089844	0.
200.110	16:36:44.540	37.196148711	-3.620366782	0.2861,7.209931	-5.453125,-5.191406	-1.128906,-5.089844	0.
200.360	16:36:44.790	37.196148781	-3.620366651	0.027431,13.117717	-5.53125,-4.339844	-1.210938,-8.019531	0.
200.610	16:36:45.040	37.196148781	-3.620366651	0.027431,13.117717	-5.53125,-4.339844	-1.210938,-8.019531	0.
200.860	16:36:45.290	37.196148711	-3.620366563	0.027431,13.117717	-5.53125,-4.339844	-1.210938,-8.019531	0.
201.110	16:36:45.540	37.196148605	-3.620366431	0.017312,14.402389	-5.488281,-3.6875	-1.25,-9.21875	0.
201.360	16:36:45.790	37.196148605	-3.620366212	0.017312,14.402389	-5.488281,-3.6875	-1.25,-9.21875	0.
201.610	16:36:46.040	37.196148711	-3.620366080	0.017312,14.402389	-5.488281,-3.6875	-1.25,-9.21875	0.
201.860	16:36:46.290	37.196148711	-3.620365992	0.017312,14.402389	-5.488281,-3.6875	-1.25,-9.21875	0.
202.110	16:36:46.540	37.196148711	-3.620365860	0.037215,12.183209	-5.511719,-2.449219	-1.3125,-10.726562	0.
202.360	16:36:46.790	37.196148711	-3.620365861	0.037215,12.183209	-5.511719,-2.449219	-1.3125,-10.726562	0.
202.610	16:36:47.040	37.196148782	-3.620365773	0.037215,12.183209	-5.511719,-2.449219	-1.3125,-10.726562	0.
202.860	16:36:47.290	37.196148782	-3.620365773	0.037215,12.183209	-5.511719,-2.449219	-1.3125,-10.726562	0.
203.110	16:36:47.540	37.196148711	-3.620365641	-0.062003,16.915735	-5.539062,-1.671875	-1.339844,-11.886719	0.
203.360	16:36:47.790	37.196148711	-3.620365553	-0.062003,16.915735	-5.539062,-1.671875	-1.339844,-11.886719	0.
203.610	16:36:48.040	37.196148606	-3.620365422	-0.062003,16.915735	-5.539062,-1.671875	-1.339844,-11.886719	0.
203.860	16:36:48.290	37.196148536	-3.620365334	-0.062003,16.915735	-5.539062,-1.671875	-1.339844,-11.886719	0.
204.110	16:36:48.540	37.196148430	-3.620365202	-0.062003,16.915735	-5.539062,-1.671875	-1.339844,-11.886719	0.
204.360	16:36:48.790	37.196148536	-3.620365071	-0.062003,16.915735	-5.539062,-1.671875	-1.339844,-11.886719	0.
204.610	16:36:49.040	37.196148606	-3.620365071	-0.062003,16.915735	-5.539062,-1.671875	-1.339844,-11.886719	0.
204.860	16:36:49.290	37.196148606	-3.620365071	-0.062003,16.915735	-5.539062,-1.671875	-1.339844,-11.886719	0.
205.110	16:36:49.540	37.196148536	-3.620365071	0.517591,18.177959	-5.402344,-0.210938	-1.339844,-13.828125	0.
205.360	16:36:49.790	37.196148360	-3.620365071	0.517591,18.177959	-5.402344,-0.210938	-1.339844,-13.828125	0.
205.610	16:36:50.040	37.196148150	-3.620364983	0.517591,18.177959	-5.402344,-0.210938	-1.339844,-13.828125	0.
205.860	16:36:50.290	37.196148079	-3.620365071	0.517591,18.177959	-5.402344,-0.210938	-1.339844,-13.828125	0.
206.110	16:36:50.540	37.196147974	-3.620365072	-0.013144,19.6866	-5.140625,1.5625	-1.242188,-14.726562	0.
206.360	16:36:50.790	37.196148080	-3.620364984	-0.013144,19.6866	-5.140625,1.5625	-1.242188,-14.726562	0.
206.610	16:36:51.040	37.196147904	-3.620364984	-0.013144,19.6866	-5.140625,1.5625	-1.242188,-14.726562	0.
206.860	16:36:51.290	37.196147904	-3.620364852	-0.013144,19.6866	-5.140625,1.5625	-1.242188,-14.726562	0.
207.110	16:36:51.540	37.196147798	-3.620364765	0.089535,17.419048	-5.03125,3.332031	-1.199219,-15.574219	0.
207.360	16:36:51.790	37.196147728	-3.620364633	0.089535,17.419048	-5.03125,3.332031	-1.199219,-15.574219	0.
207.610	16:36:52.040	37.196147517	-3.620364545	0.089535,17.419048	-5.03125,3.332031	-1.199219,-15.574219	0.
207.860	16:36:52.290	37.196147271	-3.620364325	0.089535,17.419048	-5.03125,3.332031	-1.199219,-15.574219	0.
208.110	16:36:52.540	37.196147096	-3.620364194	0.314694,15.977754	-4.78125,4.570312	-1.160156,-15.804688	0.
208.360	16:36:52.790	37.196146920	-3.620364062	0.314694,15.977754	-4.78125,4.570312	-1.160156,-15.804688	0.
208.610	16:36:53.040	37.196146815	-3.620363842	0.314694,15.977754	-4.78125,4.570312	-1.160156,-15.804688	0.
208.860	16:36:53.290	37.196146709	-3.620363843	0.314694,15.977754	-4.78125,4.570312	-1.160156,-15.804688	0.
209.110	16:36:53.540	37.196146639	-3.620363843	-0.071089,7.814619	-4.628906,6.1875	-1.160156,-15.46875	0.
209.360	16:36:53.790	37.196146639	-3.620363623	-0.071089,7.814619	-4.628906,6.1875	-1.160156,-15.46875	0.
209.610	16:36:54.040	37.196146463	-3.620363623	-0.071089,7.814619	-4.628906,6.1875	-1.160156,-15.46875	0.
209.860	16:36:54.290	37.196146358	-3.620363404	-0.071089,7.814619	-4.628906,6.1875	-1.160156,-15.46875	0.
