Time	UTC	GPS_lat(deg)	GPS_long(deg)	CBF:psi_ref	CBF:py_rel	CBF:px_rel	CBF:omega_safe
83.136	16:34:30.863	37.196096354	-3.620366828	0.,0.	0.,0.	0.,0.	0.
83.386	16:34:31.113	37.196096247	-3.620366827	0.,0.	0.,0.	0.,0.	0.
83.636	16:34:31.363	37.196096140	-3.620366694	0.,0.	0.,0.	0.,0.	0.
83.886	16:34:31.613	37.196096139	-3.620366693	0.,0.	0.,0.	0.,0.	0.
84.136	16:34:31.863	37.196095961	-3.620366471	0.,0.	0.,0.	0.,0.	0.
84.386	16:34:32.113	37.196096067	-3.620366248	0.,0.	0.,0.	0.,0.	0.
84.636	16:34:32.363	37.196095960	-3.620366159	0.,0.	0.,0.	0.,0.	0.
84.886	16:34:32.613	37.196095960	-3.620366159	0.,0.	0.,0.	0.,0.	0.
85.136	16:34:32.863	37.196095888	-3.620365803	0.,0.	0.,0.	0.,0.	0.
85.386	16:34:33.113	37.196095888	-3.620365803	0.,0.	0.,0.	0.,0.	0.
85.636	16:34:33.363	37.196095531	-3.620365579	0.,0.	0.,0.	0.,0.	0.
85.886	16:34:33.613	37.196095318	-3.620365357	0.,0.	0.,0.	0.,0.	0.
86.136	16:34:33.863	37.196095318	-3.620365357	0.,0.	0.,0.	0.,0.	0.
86.386	16:34:34.113	37.196095245	-3.620365223	0.,0.	0.,0.	0.,0.	0.
86.636	16:34:34.363	37.196095067	-3.620365222	0.,0.	0.,0.	0.,0.	0.
86.886	16:34:34.613	37.196095067	-3.620365222	0.,0.	0.,0.	0.,0.	0.
87.136	16:34:34.863	37.196095067	-3.620365222	0.,0.	0.,0.	0.,0.	0.
87.386	16:34:35.113	37.196095067	-3.620365222	0.,0.	0.,0.	0.,0.	0.
87.636	16:34:35.363	37.196095243	-3.620364998	0.,0.	0.,0.	0.,0.	0.
87.886	16:34:35.613	37.196095242	-3.620364998	0.,0.	0.,0.	0.,0.	0.
88.136	16:34:35.863	37.196095242	-3.620364998	0.,0.	0.,0.	0.,0.	0.
88.386	16:34:36.113	37.196095596	-3.620364641	0.,0.	0.,0.	0.,0.	0.
88.636	16:34:36.363	37.196095774	-3.620364330	0.,0.	0.,0.	0.,0.	0.
88.886	16:34:36.613	37.196095880	-3.620364196	0.,0.	0.,0.	0.,0.	0.
89.136	16:34:36.863	37.196096057	-3.620363973	0.,0.	0.,0.	0.,0.	0.
89.386	16:34:37.113	37.196096234	-3.620363840	0.,0.	0.,0.	0.,0.	0.
89.636	16:34:37.363	37.196096411	-3.620363617	0.,0.	0.,0.	0.,0.	0.
89.886	16:34:37.613	37.196096517	-3.620363528	0.,0.	0.,0.	0.,0.	0.
90.136	16:34:37.863	37.196096588	-3.620363305	0.,0.	0.,0.	0.,0.	0.
90.386	16:34:38.113	37.196096694	-3.620363171	0.,0.	0.,0.	0.,0.	0.
90.636	16:34:38.363	37.196096693	-3.620363171	0.,0.	0.,0.	0.,0.	0.
90.886	16:34:38.613	37.196096764	-3.620363037	0.,0.	0.,0.	0.,0.	0.
91.136	16:34:38.863	37.196096763	-3.620362948	0.,0.	0.,0.	0.,0.	0.
91.386	16:34:39.113	37.196096869	-3.620362725	0.,0.	0.,0.	0.,0.	0.
91.636	16:34:39.363	37.196097047	-3.620362591	0.,0.	0.,0.	0.,0.	0.
91.886	16:34:39.613	37.196097046	-3.620362502	0.,0.	0.,0.	0.,0.	0.
92.136	16:34:39.863	37.196097223	-3.620362368	0.,0.	0.,0.	0.,0.	0.
92.386	16:34:40.113	37.196097507	-3.620362145	0.,0.	0.,0.	0.,0.	0.
92.636	16:34:40.363	37.196097507	-3.620362145	0.,0.	0.,0.	0.,0.	0.
92.886	16:34:40.613	37.196097684	-3.620361922	0.,0.	0.,0.	0.,0.	0.
93.136	16:34:40.863	37.196097968	-3.620361700	0.,0.	0.,0.	0.,0.	0.
93.386	16:34:41.113	37.196098145	-3.620361477	0.,0.	0.,0.	0.,0.	0.
93.636	16:34:41.363	37.196098606	-3.620361210	0.,0.	0.,0.	0.,0.	0.
93.886	16:34:41.613	37.196098606	-3.620361210	0.,0.	0.,0.	0.,0.	0.
94.136	16:34:41.863	37.196098605	-3.620361120	0.,0.	0.,0.	0.,0.	0.
94.386	16:34:42.113	37.196098605	-3.620361120	0.,0.	0.,0.	0.,0.	0.
94.636	16:34:42.363	37.196098852	-3.620360541	0.,0.	0.,0.	0.,0.	0.
94.886	16:34:42.613	37.196098852	-3.620360541	0.,0.	0.,0.	0.,0.	0.
95.136	16:34:42.863	37.196099313	-3.620360185	0.,0.	0.,0.	0.,0.	0.
95.386	16:34:43.113	37.196099420	-3.620359962	0.,0.	0.,0.	0.,0.	0.
95.636	16:34:43.363	37.196099490	-3.620359739	0.,0.	0.,0.	0.,0.	0.
95.886	16:34:43.613	37.196099667	-3.620359650	0.,0.	0.,0.	0.,0.	0.
96.136	16:34:43.863	37.196099667	-3.620359650	0.,0.	0.,0.	0.,0.	0.
96.386	16:34:44.113	37.196099667	-3.620359516	0.,0.	0.,0.	0.,0.	0.
96.636	16:34:44.363	37.196099844	-3.620359382	0.,0.	0.,0.	0.,0.	0.
96.886	16:34:44.613	37.196099844	-3.620359382	0.,0.	0.,0.	0.,0.	0.
97.136	16:34:44.863	37.196100127	-3.620359070	0.,0.	0.,0.	0.,0.	0.
97.386	16:34:45.113	37.196100127	-3.620359070	0.,0.	0.,0.	0.,0.	0.
97.636	16:34:45.363	37.196100481	-3.620358624	0.,0.	0.,0.	0.,0.	0.
97.886	16:34:45.613	37.196100481	-3.620358624	0.,0.	0.,0.	0.,0.	0.
98.136	16:34:45.863	37.196100765	-3.620358269	0.,0.	0.,0.	0.,0.	0.
98.386	16:34:46.113	37.196101120	-3.620357823	0.,0.	0.,0.	0.,0.	0.
98.636	16:34:46.363	37.196101120	-3.620357823	0.,0.	0.,0.	0.,0.	0.
98.886	16:34:46.613	37.196101296	-3.620357245	0.,0.	0.,0.	0.,0.	0.
99.136	16:34:46.863	37.196101296	-3.620357245	0.,0.	0.,0.	0.,0.	0.
99.386	16:34:47.113	37.196101473	-3.620357021	0.,0.	0.,0.	0.,0.	0.
99.636	16:34:47.363	37.196101757	-3.620356799	0.,0.	0.,0.	0.,0.	0.
99.886	16:34:47.613	37.196101756	-3.620356531	0.,0.	0.,0.	0.,0.	0.
100.136	16:34:47.863	37.196101756	-3.620356442	0.,0.	0.,0.	0.,0.	0.
100.386	16:34:48.113	37.196101755	-3.620356308	0.,0.	0.,0.	0.,0.	0.
100.636	16:34:48.363	37.196101755	-3.620356219	0.,0.	0.,0.	0.,0.	0.
100.886	16:34:48.613	37.196101755	-3.620356219	0.,0.	0.,0.	0.,0.	0.
101.136	16:34:48.863	37.196101683	-3.620355862	0.,0.	0.,0.	0.,0.	0.
101.386	16:34:49.113	37.196101860	-3.620355640	0.,0.	0.,0.	0.,0.	0.
101.636	16:34:49.363	37.196101860	-3.620355640	0.,0.	0.,0.	0.,0.	0.
101.886	16:34:49.613	37.196102037	-3.620355194	0.,0.	0.,0.	0.,0.	0.
102.136	16:34:49.863	37.196102036	-3.620355194	0.,0.	0.,0.	0.,0.	0.
102.386	16:34:50.113	37.196102107	-3.620355193	0.,0.	0.,0.	0.,0.	0.
102.636	16:34:50.363	37.196102106	-3.620355192	0.,0.	0.,0.	0.,0.	0.
102.886	16:34:50.613	37.196102106	-3.620355059	0.,0.	0.,0.	0.,0.	0.
103.136	16:34:50.863	37.196101927	-3.620354969	0.,0.	0.,0.	0.,0.	0.
103.386	16:34:51.113	37.196101856	-3.620354969	0.,0.	0.,0.	0.,0.	0.
103.636	16:34:51.363	37.196101678	-3.620354746	0.,0.	0.,0.	0.,0.	0.
103.886	16:34:51.613	37.196101678	-3.620354746	0.,0.	0.,0.	0.,0.	0.
104.136	16:34:51.863	37.196101463	-3.620354612	0.,0.	0.,0.	0.,0.	0.
104.386	16:34:52.113	37.196101285	-3.620354389	0.,0.	0.,0.	0.,0.	0.
104.636	16:34:52.363	37.196101391	-3.620354255	0.,0.	0.,0.	0.,0.	0.
104.886	16:34:52.613	37.196101462	-3.620354254	0.,0.	0.,0.	0.,0.	0.
105.136	16:34:52.863	37.196101390	-3.620354165	0.,0.	0.,0.	0.,0.	0.
105.386	16:34:53.113	37.196101390	-3.620354031	0.,0.	0.,0.	0.,0.	0.
105.636	16:34:53.363	37.196101283	-3.620354031	0.,0.	0.,0.	0.,0.	0.
105.886	16:34:53.613	37.196101211	-3.620353941	0.,0.	0.,0.	0.,0.	0.
106.136	16:34:53.863	37.196101033	-3.620353807	0.,0.	0.,0.	0.,0.	0.
106.386	16:34:54.113	37.196100854	-3.620353673	0.,0.	0.,0.	0.,0.	0.
106.636	16:34:54.363	37.196100854	-3.620353584	0.,0.	0.,0.	0.,0.	0.
106.886	16:34:54.613	37.196100640	-3.620353361	0.,0.	0.,0.	0.,0.	0.
107.136	16:34:54.863	37.196100640	-3.620353227	0.,0.	0.,0.	0.,0.	0.
107.386	16:34:55.113	37.196100639	-3.620353138	0.,0.	0.,0.	0.,0.	0.
107.636	16:34:55.363	37.196100567	-3.620352915	0.,0.	0.,0.	0.,0.	0.
107.886	16:34:55.613	37.196100567	-3.620352915	0.,0.	0.,0.	0.,0.	0.
108.136	16:34:55.863	37.196100282	-3.620352647	0.,0.	0.,0.	0.,0.	0.
108.386	16:34:56.113	37.196100104	-3.620352647	0.,0.	0.,0.	0.,0.	0.
108.636	16:34:56.363	37.196100104	-3.620352647	0.,0.	0.,0.	0.,0.	0.
108.886	16:34:56.613	37.196099925	-3.620352557	0.,0.	0.,0.	0.,0.	0.
109.136	16:34:56.863	37.196099818	-3.620352423	0.,0.	0.,0.	0.,0.	0.
109.386	16:34:57.113	37.196099746	-3.620352333	0.,0.	0.,0.	0.,0.	0.
109.636	16:34:57.363	37.196099568	-3.620352422	0.,0.	0.,0.	0.,0.	0.
109.886	16:34:57.613	37.196099568	-3.620352422	0.,0.	0.,0.	0.,0.	0.
110.136	16:34:57.863	37.196099389	-3.620352643	0.,0.	0.,0.	0.,0.	0.
110.386	16:34:58.113	37.196099282	-3.620352553	0.,0.	0.,0.	0.,0.	0.
110.636	16:34:58.363	37.196099388	-3.620352642	0.,0.	0.,0.	0.,0.	0.
110.886	16:34:58.613	37.196099387	-3.620352641	0.,0.	0.,0.	0.,0.	0.
111.136	16:34:58.863	37.196099387	-3.620352641	0.,0.	0.,0.	0.,0.	0.
111.386	16:34:59.113	37.196099387	-3.620352641	0.,0.	0.,0.	0.,0.	0.
111.636	16:34:59.363	37.196099387	-3.620352641	0.,0.	0.,0.	0.,0.	0.
111.886	16:34:59.613	37.196098816	-3.620353128	0.,0.	0.,0.	0.,0.	0.
112.136	16:34:59.863	37.196098745	-3.620352994	0.,0.	0.,0.	0.,0.	0.
112.386	16:35:0.113	37.196098745	-3.620352994	0.,0.	0.,0.	0.,0.	0.
112.636	16:35:0.363	37.196098815	-3.620352993	0.,0.	0.,0.	0.,0.	0.
112.886	16:35:0.613	37.196098637	-3.620352992	0.,0.	0.,0.	0.,0.	0.
113.136	16:35:0.863	37.196098565	-3.620353125	0.,0.	0.,0.	0.,0.	0.
113.386	16:35:1.113	37.196098458	-3.620353124	0.,0.	0.,0.	0.,0.	0.
113.636	16:35:1.363	37.196098457	-3.620353213	0.,0.	0.,0.	0.,0.	0.
113.886	16:35:1.613	37.196098457	-3.620353213	0.,0.	0.,0.	0.,0.	0.
114.136	16:35:1.863	37.196098278	-3.620353434	0.,0.	0.,0.	0.,0.	0.
114.386	16:35:2.113	37.196098171	-3.620353433	0.,0.	0.,0.	0.,0.	0.
114.636	16:35:2.363	37.196098171	-3.620353433	0.,0.	0.,0.	0.,0.	0.
114.886	16:35:2.613	37.196097992	-3.620353654	0.,0.	0.,0.	0.,0.	0.
115.136	16:35:2.863	37.196097992	-3.620353654	0.,0.	0.,0.	0.,0.	0.
115.386	16:35:3.113	37.196097636	-3.620353564	0.,0.	0.,0.	0.,0.	0.
115.636	16:35:3.363	37.196097529	-3.620353564	0.,0.	0.,0.	0.,0.	0.
115.886	16:35:3.613	37.196097350	-3.620353430	0.,0.	0.,0.	0.,0.	0.
116.136	16:35:3.863	37.196097279	-3.620353429	0.,0.	0.,0.	0.,0.	0.
116.386	16:35:4.113	37.196097171	-3.620353429	0.,0.	0.,0.	0.,0.	0.
116.636	16:35:4.363	37.196097277	-3.620353339	0.,0.	0.,0.	0.,0.	0.
116.886	16:35:4.613	37.196097277	-3.620353339	0.,0.	0.,0.	0.,0.	0.
117.136	16:35:4.863	37.196097276	-3.620353205	0.,0.	0.,0.	0.,0.	0.
117.386	16:35:5.113	37.196097276	-3.620353204	0.,0.	0.,0.	0.,0.	0.
117.636	16:35:5.363	37.196097275	-3.620353204	0.,0.	0.,0.	0.,0.	0.
117.886	16:35:5.613	37.196097275	-3.620353203	0.,0.	0.,0.	0.,0.	0.
118.136	16:35:5.863	37.196097168	-3.620353203	0.,0.	0.,0.	0.,0.	0.
118.386	16:35:6.113	37.196097168	-3.620353203	0.,0.	0.,0.	0.,0.	0.
118.636	16:35:6.363	37.196097095	-3.620353201	0.,0.	0.,0.	0.,0.	0.
118.886	16:35:6.613	37.196097095	-3.620353201	0.,0.	0.,0.	0.,0.	0.
119.136	16:35:6.863	37.196097165	-3.620353111	0.,0.	0.,0.	0.,0.	0.
119.386	16:35:7.113	37.196097165	-3.620353111	0.,0.	0.,0.	0.,0.	0.
119.636	16:35:7.363	37.196097342	-3.620353199	0.,0.	0.,0.	0.,0.	0.
119.886	16:35:7.613	37.196097448	-3.620353421	0.,0.	0.,0.	0.,0.	0.
120.136	16:35:7.863	37.196097519	-3.620353420	0.,0.	0.,0.	0.,0.	0.
120.386	16:35:8.113	37.196097518	-3.620353420	0.,0.	0.,0.	0.,0.	0.
120.636	16:35:8.363	37.196097518	-3.620353420	0.,0.	0.,0.	0.,0.	0.
120.886	16:35:8.613	37.196097731	-3.620353330	0.,0.	0.,0.	0.,0.	0.
121.136	16:35:8.863	37.196097731	-3.620353330	0.,0.	0.,0.	0.,0.	0.
121.386	16:35:9.113	37.196097730	-3.620353329	0.,0.	0.,0.	0.,0.	0.
121.636	16:35:9.363	37.196097729	-3.620353328	0.,0.	0.,0.	0.,0.	0.
121.886	16:35:9.613	37.196097622	-3.620353194	0.,0.	0.,0.	0.,0.	0.
122.136	16:35:9.863	37.196097622	-3.620353194	0.,0.	0.,0.	0.,0.	0.
122.386	16:35:10.113	37.196097728	-3.620352971	0.,0.	0.,0.	0.,0.	0.
122.636	16:35:10.363	37.196097727	-3.620352881	0.,0.	0.,0.	0.,0.	0.
122.886	16:35:10.613	37.196097726	-3.620352970	0.,0.	0.,0.	0.,0.	0.
123.136	16:35:10.863	37.196097726	-3.620352880	0.,0.	0.,0.	0.,0.	0.
123.386	16:35:11.113	37.196097619	-3.620352746	0.,0.	0.,0.	0.,0.	0.
123.636	16:35:11.363	37.196097725	-3.620352879	0.,0.	0.,0.	0.,0.	0.
123.886	16:35:11.613	37.196097618	-3.620352745	0.,0.	0.,0.	0.,0.	0.
124.136	16:35:11.863	37.196097510	-3.620352744	0.,0.	0.,0.	0.,0.	0.
124.386	16:35:12.113	37.196097439	-3.620352877	0.,0.	0.,0.	0.,0.	0.
124.636	16:35:12.363	37.196097438	-3.620352877	0.,0.	0.,0.	0.,0.	0.
124.886	16:35:12.613	37.196097331	-3.620352965	0.,0.	0.,0.	0.,0.	0.
125.136	16:35:12.863	37.196097153	-3.620353098	0.,0.	0.,0.	0.,0.	0.
125.386	16:35:13.113	37.196096868	-3.620353097	0.,0.	0.,0.	0.,0.	0.
125.636	16:35:13.363	37.196096868	-3.620353097	0.,0.	0.,0.	0.,0.	0.
125.886	16:35:13.613	37.196096868	-3.620353097	0.,0.	0.,0.	0.,0.	0.
126.136	16:35:13.863	37.196096617	-3.620353407	0.,0.	0.,0.	0.,0.	0.
126.386	16:35:14.113	37.196096510	-3.620353540	0.,0.	0.,0.	0.,0.	0.
126.636	16:35:14.363	37.196096154	-3.620353539	0.,0.	0.,0.	0.,0.	0.
126.886	16:35:14.613	37.196095975	-3.620353983	0.,0.	0.,0.	0.,0.	0.
127.136	16:35:14.863	37.196095797	-3.620354205	0.,0.	0.,0.	0.,0.	0.
127.386	16:35:15.113	37.196095618	-3.620354204	0.,0.	0.,0.	0.,0.	0.
127.636	16:35:15.363	37.196095511	-3.620354337	0.,0.	0.,0.	0.,0.	0.
127.886	16:35:15.613	37.196095511	-3.620354337	0.,0.	0.,0.	0.,0.	0.
128.136	16:35:15.863	37.196095332	-3.620354692	0.,0.	0.,0.	0.,0.	0.
128.386	16:35:16.113	37.196095332	-3.620354780	0.,0.	0.,0.	0.,0.	0.
128.636	16:35:16.363	37.196095332	-3.620354780	0.,0.	0.,0.	0.,0.	0.
128.886	16:35:16.613	37.196095153	-3.620354912	0.,0.	0.,0.	0.,0.	0.
129.136	16:35:16.863	37.196095223	-3.620355001	0.,0.	0.,0.	0.,0.	0.
129.386	16:35:17.113	37.196095152	-3.620355133	0.,0.	0.,0.	0.,0.	0.
129.636	16:35:17.363	37.196095152	-3.620355133	0.,0.	0.,0.	0.,0.	0.
129.886	16:35:17.613	37.196095151	-3.620355443	0.,0.	0.,0.	0.,0.	0.
130.136	16:35:17.863	37.196095043	-3.620355443	0.,0.	0.,0.	0.,0.	0.
130.386	16:35:18.113	37.196094972	-3.620355442	0.,0.	0.,0.	0.,0.	0.
130.636	16:35:18.363	37.196094971	-3.620355442	0.,0.	0.,0.	0.,0.	0.
130.886	16:35:18.613	37.196094970	-3.620355441	0.,0.	0.,0.	0.,0.	0.
131.136	16:35:18.863	37.196094863	-3.620355441	0.,0.	0.,0.	0.,0.	0.
131.386	16:35:19.113	37.196094792	-3.620355440	0.,0.	0.,0.	0.,0.	0.
131.636	16:35:19.363	37.196094684	-3.620355440	0.,0.	0.,0.	0.,0.	0.
131.886	16:35:19.613	37.196094506	-3.620355439	0.,0.	0.,0.	0.,0.	0.
132.136	16:35:19.863	37.196094505	-3.620355572	0.,0.	0.,0.	0.,0.	0.
132.386	16:35:20.113	37.196094505	-3.620355572	0.,0.	0.,0.	0.,0.	0.
132.636	16:35:20.363	37.196094220	-3.620355571	0.,0.	0.,0.	0.,0.	0.
132.886	16:35:20.613	37.196094326	-3.620355570	0.,0.	0.,0.	0.,0.	0.
133.136	16:35:20.863	37.196094147	-3.620355703	0.,0.	0.,0.	0.,0.	0.
133.386	16:35:21.113	37.196094147	-3.620355703	0.,0.	0.,0.	0.,0.	0.
133.636	16:35:21.363	37.196094324	-3.620355791	0.,0.	0.,0.	0.,0.	0.
133.886	16:35:21.613	37.196094324	-3.620355790	0.,0.	0.,0.	0.,0.	0.
134.136	16:35:21.863	37.196094394	-3.620355923	0.,0.	0.,0.	0.,0.	0.
134.386	16:35:22.113	37.196094394	-3.620355923	0.,0.	0.,0.	0.,0.	0.
134.636	16:35:22.363	37.196094393	-3.620356011	0.,0.	0.,0.	0.,0.	0.
134.886	16:35:22.613	37.196094392	-3.620356144	0.,0.	0.,0.	0.,0.	0.
135.136	16:35:22.863	37.196094499	-3.620356366	0.,0.	0.,0.	0.,0.	0.
135.386	16:35:23.113	37.196094391	-3.620356454	0.,0.	0.,0.	0.,0.	0.
135.636	16:35:23.363	37.196094391	-3.620356720	0.,0.	0.,0.	0.,0.	0.
135.886	16:35:23.613	37.196094568	-3.620356720	0.,0.	0.,0.	0.,0.	0.
136.136	16:35:23.863	37.196094568	-3.620356808	0.,0.	0.,0.	0.,0.	0.
136.386	16:35:24.113	37.196094567	-3.620356807	0.,0.	0.,0.	0.,0.	0.
136.636	16:35:24.363	37.196094389	-3.620357029	0.,0.	0.,0.	0.,0.	0.
136.886	16:35:24.613	37.196094389	-3.620357029	0.,0.	0.,0.	0.,0.	0.
137.136	16:35:24.863	37.196094210	-3.620357161	0.,0.	0.,0.	0.,0.	0.
137.386	16:35:25.113	37.196094210	-3.620357161	0.,0.	0.,0.	0.,0.	0.
137.636	16:35:25.363	37.196094137	-3.620357383	0.,0.	0.,0.	0.,0.	0.
137.886	16:35:25.613	37.196094137	-3.620357516	0.,0.	0.,0.	0.,0.	0.
138.136	16:35:25.863	37.196094029	-3.620357515	0.,0.	0.,0.	0.,0.	0.
138.386	16:35:26.113	37.196094029	-3.620357603	0.,0.	0.,0.	0.,0.	0.
138.636	16:35:26.363	37.196094029	-3.620357603	0.,0.	0.,0.	0.,0.	0.
138.886	16:35:26.613	37.196093957	-3.620357825	0.,0.	0.,0.	0.,0.	0.
139.136	16:35:26.863	37.196093956	-3.620357824	0.,0.	0.,0.	0.,0.	0.
139.386	16:35:27.113	37.196093849	-3.620357957	0.,0.	0.,0.	0.,0.	0.
139.636	16:35:27.363	37.196093848	-3.620357956	0.,0.	0.,0.	0.,0.	0.
139.886	16:35:27.613	37.196093741	-3.620358045	0.,0.	0.,0.	0.,0.	0.
140.136	16:35:27.863	37.196093740	-3.620357955	0.,0.	0.,0.	0.,0.	0.
140.386	16:35:28.113	37.196093669	-3.620358044	0.,0.	0.,0.	0.,0.	0.
140.636	16:35:28.363	37.196093383	-3.620358177	0.,0.	0.,0.	0.,0.	0.
140.886	16:35:28.613	37.196093383	-3.620358177	0.,0.	0.,0.	0.,0.	0.
141.136	16:35:28.863	37.196093383	-3.620358177	0.,30.102537	0.,7.128906	0.,-15.386719	0.
141.386	16:35:29.113	37.196093383	-3.620358177	0.,30.102537	0.,7.128906	0.,-15.386719	0.
141.636	16:35:29.363	37.196093310	-3.620358397	0.,30.102537	0.,7.128906	0.,-15.386719	0.
141.886	16:35:29.613	37.196093203	-3.620358530	0.,30.102537	0.,7.128906	0.,-15.386719	0.
142.136	16:35:29.863	37.196093131	-3.620358529	0.,30.102537	0.,7.128906	0.,-15.386719	0.
142.386	16:35:30.113	37.196093131	-3.620358617	0.,30.102537	0.,7.128906	0.,-15.386719	0.
142.636	16:35:30.363	37.196092916	-3.620358528	0.,30.102537	0.,7.128906	0.,-15.386719	0.
142.886	16:35:30.613	37.196092738	-3.620358527	0.,30.102537	0.,7.128906	0.,-15.386719	0.
143.136	16:35:30.863	37.196092666	-3.620358616	0.015892,24.649414	5.539062,10.007812	-1.992188,-16.226562	0.
143.386	16:35:31.113	37.196092381	-3.620358615	0.015892,24.649414	5.539062,10.007812	-1.992188,-16.226562	0.
143.636	16:35:31.363	37.196092203	-3.620358526	0.015892,24.649414	5.539062,10.007812	-1.992188,-16.226562	0.
143.886	16:35:31.613	37.196092203	-3.620358526	0.015892,24.649414	5.539062,10.007812	-1.992188,-16.226562	0.
144.136	16:35:31.863	37.196092095	-3.620358391	0.253113,12.801255	5.570312,12.46875	-1.992188,-15.734375	0.
144.386	16:35:32.113	37.196092094	-3.620358391	0.253113,12.801255	5.570312,12.46875	-1.992188,-15.734375	0.
144.636	16:35:32.363	37.196092200	-3.620358390	0.253113,12.801255	5.570312,12.46875	-1.992188,-15.734375	0.
144.886	16:35:32.613	37.196092022	-3.620358390	0.253113,12.801255	5.570312,12.46875	-1.992188,-15.734375	0.
145.136	16:35:32.863	37.196092022	-3.620358390	0.253113,6.342512	5.570312,13.226562	-1.992188,-15.039062	0.
145.386	16:35:33.113	37.196091914	-3.620358255	0.253113,6.342512	5.570312,13.226562	-1.992188,-15.039062	0.
145.636	16:35:33.363	37.196091842	-3.620358255	0.253113,6.342512	5.570312,13.226562	-1.992188,-15.039062	0.
145.886	16:35:33.613	37.196091842	-3.620358255	0.253113,6.342512	5.570312,13.226562	-1.992188,-15.039062	0.
146.136	16:35:33.863	37.196091842	-3.620358255	0.253113,6.342512	5.570312,13.226562	-1.992188,-15.039062	0.
146.386	16:35:34.113	37.196091842	-3.620358255	0.253113,6.342512	5.570312,13.226562	-1.992188,-15.039062	0.
146.636	16:35:34.363	37.196091555	-3.620358030	0.253113,6.342512	5.570312,13.226562	-1.992188,-15.039062	0.
146.886	16:35:34.613	37.196091448	-3.620358029	0.253113,6.342512	5.570312,13.226562	-1.992188,-15.039062	0.
147.136	16:35:34.863	37.196091376	-3.620358162	-0.144308,3.281518	5.359375,14.074219	-1.710938,-11.9375	1.486307
147.386	16:35:35.113	37.196091269	-3.620358162	-0.144308,3.281518	5.359375,14.074219	-1.710938,-11.9375	1.486307
147.636	16:35:35.363	37.196091269	-3.620358162	-0.144308,3.281518	5.359375,14.074219	-1.710938,-11.9375	1.486307
147.886	16:35:35.613	37.196091090	-3.620358027	-0.144308,3.281518	5.359375,14.074219	-1.710938,-11.9375	1.486307
148.136	16:35:35.863	37.196091196	-3.620357938	-0.144308,3.281518	5.359375,14.074219	-1.710938,-11.9375	1.486307
148.386	16:35:36.113	37.196091195	-3.620357715	-0.144308,3.281518	5.359375,14.074219	-1.710938,-11.9375	1.486307
148.636	16:35:36.363	37.196091195	-3.620357581	-0.144308,3.281518	5.359375,14.074219	-1.710938,-11.9375	1.486307
148.886	16:35:36.613	37.196091088	-3.620357714	-0.144308,3.281518	5.359375,14.074219	-1.710938,-11.9375	1.486307
149.136	16:35:36.863	37.196091087	-3.620357713	0.036248,3.019535	5.269531,12.9375	-1.628906,-8.90625	0.
149.386	16:35:37.113	37.196091015	-3.620357713	0.036248,3.019535	5.269531,12.9375	-1.628906,-8.90625	0.
149.636	16:35:37.363	37.196091086	-3.620357712	0.036248,3.019535	5.269531,12.9375	-1.628906,-8.90625	0.
149.886	16:35:37.613	37.196091085	-3.620357712	0.036248,3.019535	5.269531,12.9375	-1.628906,-8.90625	0.
150.136	16:35:37.863	37.196091191	-3.620357578	-0.157925,2.241722	5.230469,12.246094	-1.601562,-8.03125	1.355275
150.386	16:35:38.113	37.196091191	-3.620357578	-0.157925,2.241722	5.230469,12.246094	-1.601562,-8.03125	1.355275
150.636	16:35:38.363	37.196091439	-3.620357576	-0.157925,2.241722	5.230469,12.246094	-1.601562,-8.03125	1.355275
150.886	16:35:38.613	37.196091439	-3.620357576	-0.157925,2.241722	5.230469,12.246094	-1.601562,-8.03125	1.355275
151.136	16:35:38.863	37.196091545	-3.620357709	-0.172535,3.348678	5.160156,11.617188	-1.546875,-6.730469	1.86894
151.386	16:35:39.113	37.196091651	-3.620357708	-0.172535,3.348678	5.160156,11.617188	-1.546875,-6.730469	1.86894
151.636	16:35:39.363	37.196091544	-3.620357930	-0.172535,3.348678	5.160156,11.617188	-1.546875,-6.730469	1.86894
151.886	16:35:39.613	37.196091650	-3.620357930	-0.172535,3.348678	5.160156,11.617188	-1.546875,-6.730469	1.86894
152.136	16:35:39.863	37.196091649	-3.620357929	0.006017,1.841798	5.128906,10.859375	-1.488281,-5.449219	0.
152.386	16:35:40.113	37.196091542	-3.620358017	0.006017,1.841798	5.128906,10.859375	-1.488281,-5.449219	0.
152.636	16:35:40.363	37.196091648	-3.620358150	0.006017,1.841798	5.128906,10.859375	-1.488281,-5.449219	0.
152.886	16:35:40.613	37.196091648	-3.620358150	0.006017,1.841798	5.128906,10.859375	-1.488281,-5.449219	0.
153.136	16:35:40.863	37.196091896	-3.620358238	0.006017,1.841798	5.128906,10.859375	-1.488281,-5.449219	0.
153.386	16:35:41.113	37.196091896	-3.620358238	0.006017,1.841798	5.128906,10.859375	-1.488281,-5.449219	0.
153.636	16:35:41.363	37.196091895	-3.620358371	0.006017,1.841798	5.128906,10.859375	-1.488281,-5.449219	0.
153.886	16:35:41.613	37.196092001	-3.620358370	0.006017,1.841798	5.128906,10.859375	-1.488281,-5.449219	0.
154.136	16:35:41.863	37.196092179	-3.620358592	0.041689,-0.2809	5.050781,9.191406	-1.421875,-3.339844	0.
154.386	16:35:42.113	37.196092179	-3.620358592	0.041689,-0.2809	5.050781,9.191406	-1.421875,-3.339844	0.
